|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9868170. 
Chain 1 : 500ms | 25	50	75
Chain 2 : 550ms | 27	54	81
Chain 3 : 600ms | 30	60	90

|TID:1702434560|-->[Chain1-Sensor1.exe:250(100us)]-->[Start@1726541304390055006-End@1726541304415255289-Cost:25200283(ns) and Published msg: 0]. 

|TID:1818619840|-->[Chain1-Transfer2.exe:500(100us)]-->[Start@1726541304415490789-End@1726541304466003843-Cost:50513054(ns) and Route msg: 0]. 

|TID:1702434560|-->[Chain2-Sensor1.exe:270(100us)]-->[Start@1726541304465715096-End@1726541304493119759-Cost:27404663(ns) and Published msg: 0]. 

|TID:1818619840|-->[Chain1-Command3.exe:750(100us)]-->[Start@1726541304466484055-End@1726541304541993285-Cost:75509230(ns) and Received msg: 0]. 

|TID:1702434560|-->[Chain2-Transfer2.exe:540(100us)]-->[Start@1726541304493734130-End@1726541304552041691-Cost:58307561(ns) and Route msg: 0]. 

|TID:1818619840|-->[Chain3-Sensor1.exe:300(100us)]-->[Start@1726541304542259662-End@1726541304573327890-Cost:31068228(ns) and Published msg: 0]. 

|TID:1818619840|-->[Chain3-Transfer2.exe:600(100us)]-->[Start@1726541304573814004-End@1726541304634257319-Cost:60443315(ns) and Route msg: 0]. 

|TID:1702434560|-->[Chain2-Command3.exe:810(100us)]-->[Start@1726541304552497223-End@1726541304635353841-Cost:82856618(ns) and Received msg: 0]. 

|TID:1818619840|-->[Chain3-Command3.exe:900(100us)]-->[Start@1726541304634515716-End@1726541304725931676-Cost:91415960(ns) and Received msg: 0]. 

|TID:1702434560|-->[Chain1-Sensor1.exe:250(100us)]-->[Start@1726541304889956067-End@1726541304914607363-Cost:24651296(ns) and Published msg: 1]. 

|TID:1818619840|-->[Chain1-Transfer2.exe:500(100us)]-->[Start@1726541304914812066-End@1726541304965223146-Cost:50411080(ns) and Route msg: 1]. 

|TID:1702434560|-->[Chain1-Command3.exe:750(100us)]-->[Start@1726541304965402445-End@1726541305041502902-Cost:76100457(ns) and Received msg: 1]. 

|TID:1818619840|-->[Chain2-Sensor1.exe:270(100us)]-->[Start@1726541305015694612-End@1726541305043311640-Cost:27617028(ns) and Published msg: 1]. 

|TID:1702434560|-->[Chain2-Transfer2.exe:540(100us)]-->[Start@1726541305043571953-End@1726541305097958519-Cost:54386566(ns) and Route msg: 1]. 

|TID:1702434560|-->[Chain3-Sensor1.exe:300(100us)]-->[Start@1726541305141902357-End@1726541305172286071-Cost:30383714(ns) and Published msg: 1]. 

|TID:1818619840|-->[Chain2-Command3.exe:810(100us)]-->[Start@1726541305098256703-End@1726541305180379466-Cost:82122763(ns) and Received msg: 1]. 

|TID:1702434560|-->[Chain3-Transfer2.exe:600(100us)]-->[Start@1726541305172744992-End@1726541305233266257-Cost:60521265(ns) and Route msg: 1]. 

|TID:1818619840|-->[Chain3-Command3.exe:900(100us)]-->[Start@1726541305233597178-End@1726541305323324001-Cost:89726823(ns) and Received msg: 1]. 

|TID:1702434560|-->[Chain1-Sensor1.exe:250(100us)]-->[Start@1726541305390066146-End@1726541305414891914-Cost:24825768(ns) and Published msg: 2]. 

|TID:1818619840|-->[Chain1-Transfer2.exe:500(100us)]-->[Start@1726541305415110197-End@1726541305465774598-Cost:50664401(ns) and Route msg: 2]. 

|TID:1702434560|-->[Chain1-Command3.exe:750(100us)]-->[Start@1726541305466028056-End@1726541305542138170-Cost:76110114(ns) and Received msg: 2]. 

|TID:1818619840|-->[Chain2-Sensor1.exe:270(100us)]-->[Start@1726541305565728223-End@1726541305592949560-Cost:27221337(ns) and Published msg: 2]. 

|TID:1702434560|-->[Chain2-Transfer2.exe:540(100us)]-->[Start@1726541305593147030-End@1726541305647530889-Cost:54383859(ns) and Route msg: 2]. 

|TID:1818619840|-->[Chain2-Command3.exe:810(100us)]-->[Start@1726541305647724518-End@1726541305729311872-Cost:81587354(ns) and Received msg: 2]. 

