Linux 5.10.216-tegra (neu-desktop) 	11/05/2024 	_aarch64_	(12 CPU)

12:29:59 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:00 PM  1000    144687    105.94      0.00  two_node_pipeli
12:30:00 PM  1000    144684    122.77      0.00  two_node_pipeli
12:30:00 PM  1000    144689    105.94      0.00  two_node_pipeli
12:30:00 PM  1000    144694    105.94      0.00  two_node_pipeli
12:30:00 PM  1000    144686    126.73      0.00  two_node_pipeli
12:30:00 PM  1000    144697    109.90      0.00  two_node_pipeli
12:30:00 PM  1000    144693    100.00      0.00  two_node_pipeli
12:30:00 PM  1000    144696    102.97      0.00  two_node_pipeli
12:30:00 PM  1000    144692    105.94      0.00  two_node_pipeli
12:30:00 PM  1000    144691    103.96      0.00  two_node_pipeli
12:30:00 PM  1000    144685    117.82      0.00  two_node_pipeli
12:30:00 PM  1000    144698    101.98      0.00  two_node_pipeli
12:30:00 PM  1000    144695    101.98      0.00  two_node_pipeli
12:30:00 PM  1000    144674    123.76      0.00  two_node_pipeli
12:30:00 PM  1000    144690     99.01      0.00  two_node_pipeli
12:30:00 PM  1000    144688    102.97      0.00  two_node_pipeli

12:30:00 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:01 PM  1000    144687    107.00      0.00  two_node_pipeli
12:30:01 PM  1000    144684    129.00      0.00  two_node_pipeli
12:30:01 PM  1000    144689    121.00      0.00  two_node_pipeli
12:30:01 PM  1000    144694     97.00      0.00  two_node_pipeli
12:30:01 PM  1000    144686    118.00      0.00  two_node_pipeli
12:30:01 PM  1000    144697     93.00      0.00  two_node_pipeli
12:30:01 PM  1000    144693    105.00      0.00  two_node_pipeli
12:30:01 PM  1000    144696    102.00      0.00  two_node_pipeli
12:30:01 PM  1000    144692    109.00      0.00  two_node_pipeli
12:30:01 PM  1000    144691    108.00      0.00  two_node_pipeli
12:30:01 PM  1000    144685    116.00      0.00  two_node_pipeli
12:30:01 PM  1000    144698    108.00      0.00  two_node_pipeli
12:30:01 PM  1000    144695    100.00      0.00  two_node_pipeli
12:30:01 PM  1000    144674    124.00      0.00  two_node_pipeli
12:30:01 PM  1000    144690    116.00      0.00  two_node_pipeli
12:30:01 PM  1000    144688     98.00      0.00  two_node_pipeli

12:30:01 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:02 PM  1000    144687    112.00      0.00  two_node_pipeli
12:30:02 PM  1000    144684    120.00      0.00  two_node_pipeli
12:30:02 PM  1000    144689    114.00      0.00  two_node_pipeli
12:30:02 PM  1000    144694    106.00      0.00  two_node_pipeli
12:30:02 PM  1000    144686    116.00      0.00  two_node_pipeli
12:30:02 PM  1000    144697    100.00      0.00  two_node_pipeli
12:30:02 PM  1000    144693    106.00      0.00  two_node_pipeli
12:30:02 PM  1000    144696    111.00      0.00  two_node_pipeli
12:30:02 PM  1000    144692     97.00      0.00  two_node_pipeli
12:30:02 PM  1000    144691    107.00      0.00  two_node_pipeli
12:30:02 PM  1000    144685    132.00      0.00  two_node_pipeli
12:30:02 PM  1000    144698    107.00      0.00  two_node_pipeli
12:30:02 PM  1000    144695    102.00      0.00  two_node_pipeli
12:30:02 PM  1000    144674    125.00      0.00  two_node_pipeli
12:30:02 PM  1000    144690    103.00      0.00  two_node_pipeli
12:30:02 PM  1000    144688    104.00      0.00  two_node_pipeli

12:30:02 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:03 PM  1000    144687    104.00      0.00  two_node_pipeli
12:30:03 PM  1000    144684    120.00      0.00  two_node_pipeli
12:30:03 PM  1000    144689    108.00      0.00  two_node_pipeli
12:30:03 PM  1000    144694    101.00      0.00  two_node_pipeli
12:30:03 PM  1000    144686    122.00      0.00  two_node_pipeli
12:30:03 PM  1000    144697    110.00      0.00  two_node_pipeli
12:30:03 PM  1000    144693    103.00      0.00  two_node_pipeli
12:30:03 PM  1000    144696    107.00      0.00  two_node_pipeli
12:30:03 PM  1000    144692    105.00      0.00  two_node_pipeli
12:30:03 PM  1000    144691    109.00      0.00  two_node_pipeli
12:30:03 PM  1000    144685    125.00      0.00  two_node_pipeli
12:30:03 PM  1000    144698    105.00      0.00  two_node_pipeli
12:30:03 PM  1000    144695    108.00      0.00  two_node_pipeli
12:30:03 PM  1000    144674    123.00      0.00  two_node_pipeli
12:30:03 PM  1000    144690    100.00      0.00  two_node_pipeli
12:30:03 PM  1000    144688    106.00      0.00  two_node_pipeli

12:30:03 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:04 PM  1000    144687    109.00      0.00  two_node_pipeli
12:30:04 PM  1000    144684    122.00      0.00  two_node_pipeli
12:30:04 PM  1000    144689    102.00      0.00  two_node_pipeli
12:30:04 PM  1000    144694    105.00      0.00  two_node_pipeli
12:30:04 PM  1000    144686    119.00      0.00  two_node_pipeli
12:30:04 PM  1000    144697    105.00      0.00  two_node_pipeli
12:30:04 PM  1000    144693    107.00      0.00  two_node_pipeli
12:30:04 PM  1000    144696    108.00      0.00  two_node_pipeli
12:30:04 PM  1000    144692    108.00      0.00  two_node_pipeli
12:30:04 PM  1000    144691    108.00      0.00  two_node_pipeli
12:30:04 PM  1000    144685    121.00      0.00  two_node_pipeli
12:30:04 PM  1000    144698     99.00      0.00  two_node_pipeli
12:30:04 PM  1000    144695    100.00      0.00  two_node_pipeli
12:30:04 PM  1000    144674    119.00      0.00  two_node_pipeli
12:30:04 PM  1000    144690    109.00      0.00  two_node_pipeli
12:30:04 PM  1000    144688    109.00      0.00  two_node_pipeli

12:30:04 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:05 PM  1000    144687    109.00      0.00  two_node_pipeli
12:30:05 PM  1000    144684    120.00      0.00  two_node_pipeli
12:30:05 PM  1000    144689    103.00      0.00  two_node_pipeli
12:30:05 PM  1000    144694    106.00      1.00  two_node_pipeli
12:30:05 PM  1000    144686    120.00      0.00  two_node_pipeli
12:30:05 PM  1000    144697    107.00      0.00  two_node_pipeli
12:30:05 PM  1000    144693    104.00      0.00  two_node_pipeli
12:30:05 PM  1000    144696    101.00      0.00  two_node_pipeli
12:30:05 PM  1000    144692    105.00      0.00  two_node_pipeli
12:30:05 PM  1000    144691    108.00      0.00  two_node_pipeli
12:30:05 PM  1000    144685    126.00      0.00  two_node_pipeli
12:30:05 PM  1000    144698    106.00      0.00  two_node_pipeli
12:30:05 PM  1000    144695     95.00      0.00  two_node_pipeli
12:30:05 PM  1000    144674    129.00      0.00  two_node_pipeli
12:30:05 PM  1000    144690    105.00      0.00  two_node_pipeli
12:30:05 PM  1000    144688    105.00      0.00  two_node_pipeli

12:30:05 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:06 PM  1000    144687    107.00      0.00  two_node_pipeli
12:30:06 PM  1000    144684    125.00      0.00  two_node_pipeli
12:30:06 PM  1000    144689    104.00      0.00  two_node_pipeli
12:30:06 PM  1000    144694    109.00      0.00  two_node_pipeli
12:30:06 PM  1000    144686    131.00      0.00  two_node_pipeli
12:30:06 PM  1000    144697    106.00      0.00  two_node_pipeli
12:30:06 PM  1000    144693    103.00      0.00  two_node_pipeli
12:30:06 PM  1000    144696    104.00      0.00  two_node_pipeli
12:30:06 PM  1000    144692    102.00      0.00  two_node_pipeli
12:30:06 PM  1000    144691    106.00      0.00  two_node_pipeli
12:30:06 PM  1000    144685    125.00      0.00  two_node_pipeli
12:30:06 PM  1000    144698    109.00      0.00  two_node_pipeli
12:30:06 PM  1000    144695    104.00      0.00  two_node_pipeli
12:30:06 PM  1000    144674    125.00      0.00  two_node_pipeli
12:30:06 PM  1000    144690    108.00      0.00  two_node_pipeli
12:30:06 PM  1000    144688    102.00      0.00  two_node_pipeli

12:30:06 PM   UID       PID   cswch/s nvcswch/s  Command
12:30:07 PM  1000    144687    121.00      0.00  two_node_pipeli
