Linux 5.10.216-tegra (neu-desktop) 	11/06/2024 	_aarch64_	(12 CPU)

10:03:22 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:03:23 AM  1000     19941  135.00    1.00    0.00    0.00  136.00     4  two_node_pipeli
10:03:24 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:25 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:26 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:27 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:28 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:29 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:30 AM  1000     19941  134.00    1.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:31 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:32 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:33 AM  1000     19941  132.00    0.00    0.00    0.00  132.00     4  two_node_pipeli
10:03:34 AM  1000     19941  134.00    1.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:35 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:36 AM  1000     19941  135.00    1.00    0.00    0.00  136.00     4  two_node_pipeli
10:03:37 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:38 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:39 AM  1000     19941  135.00    1.00    0.00    0.00  136.00     4  two_node_pipeli
10:03:40 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:41 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:42 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:43 AM  1000     19941  133.00    1.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:44 AM  1000     19941  134.00    1.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:45 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:46 AM  1000     19941  132.00    0.00    0.00    0.00  132.00     4  two_node_pipeli
10:03:47 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:48 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:49 AM  1000     19941  132.00    1.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:50 AM  1000     19941  132.00    0.00    0.00    0.00  132.00     4  two_node_pipeli
10:03:51 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:52 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:53 AM  1000     19941  133.00    1.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:54 AM  1000     19941  133.00    1.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:55 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:03:56 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:57 AM  1000     19941  134.00    1.00    0.00    0.00  135.00     4  two_node_pipeli
10:03:58 AM  1000     19941  132.00    1.00    0.00    0.00  133.00     4  two_node_pipeli
10:03:59 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:04:00 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:04:01 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:04:02 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:04:03 AM  1000     19941  133.00    1.00    0.00    0.00  134.00     4  two_node_pipeli
10:04:04 AM  1000     19941  135.00    0.00    0.00    0.00  135.00     4  two_node_pipeli
10:04:05 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:04:06 AM  1000     19941  133.00    0.00    0.00    0.00  133.00     4  two_node_pipeli
10:04:07 AM  1000     19941  133.00    1.00    0.00    0.00  134.00     4  two_node_pipeli
10:04:08 AM  1000     19941  134.00    0.00    0.00    0.00  134.00     4  two_node_pipeli
10:04:09 AM  1000     19941  132.00    0.00    0.00    0.00  132.00     4  two_node_pipeli
