Linux 5.10.216-tegra (neu-desktop) 	11/06/2024 	_aarch64_	(12 CPU)

10:18:32 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:33 AM  1000     25522     96.00      0.00  two_node_pipeli
10:18:33 AM  1000     25521     88.00      0.00  two_node_pipeli
10:18:33 AM  1000     25520    107.00      0.00  two_node_pipeli
10:18:33 AM  1000     25510     92.00      0.00  two_node_pipeli

10:18:33 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:34 AM  1000     25522     90.00      0.00  two_node_pipeli
10:18:34 AM  1000     25521     84.00      0.00  two_node_pipeli
10:18:34 AM  1000     25520    107.00      0.00  two_node_pipeli
10:18:34 AM  1000     25510    102.00      0.00  two_node_pipeli

10:18:34 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:35 AM  1000     25522     98.00      1.00  two_node_pipeli
10:18:35 AM  1000     25521    123.00      0.00  two_node_pipeli
10:18:35 AM  1000     25520     88.00      0.00  two_node_pipeli
10:18:35 AM  1000     25510    102.00      1.00  two_node_pipeli

10:18:35 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:36 AM  1000     25522    107.00      0.00  two_node_pipeli
10:18:36 AM  1000     25521     93.00      0.00  two_node_pipeli
10:18:36 AM  1000     25520     95.00      0.00  two_node_pipeli
10:18:36 AM  1000     25510     98.00      0.00  two_node_pipeli

10:18:36 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:37 AM  1000     25522     96.00      0.00  two_node_pipeli
10:18:37 AM  1000     25521     96.00      0.00  two_node_pipeli
10:18:37 AM  1000     25520    106.00      0.00  two_node_pipeli
10:18:37 AM  1000     25510    104.00      0.00  two_node_pipeli

10:18:37 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:38 AM  1000     25522     99.00      0.00  two_node_pipeli
10:18:38 AM  1000     25521    110.00      0.00  two_node_pipeli
10:18:38 AM  1000     25520     98.00      0.00  two_node_pipeli
10:18:38 AM  1000     25510     94.00      0.00  two_node_pipeli

10:18:38 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:39 AM  1000     25522     89.00      0.00  two_node_pipeli
10:18:39 AM  1000     25521     92.00      0.00  two_node_pipeli
10:18:39 AM  1000     25520    106.00      0.00  two_node_pipeli
10:18:39 AM  1000     25510    117.00      1.00  two_node_pipeli

10:18:39 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:40 AM  1000     25522    104.00      0.00  two_node_pipeli
10:18:40 AM  1000     25521    104.00      0.00  two_node_pipeli
10:18:40 AM  1000     25520     94.00      0.00  two_node_pipeli
10:18:40 AM  1000     25510     85.00      0.00  two_node_pipeli

10:18:40 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:41 AM  1000     25522    136.00      0.00  two_node_pipeli
10:18:41 AM  1000     25521     82.00      0.00  two_node_pipeli
10:18:41 AM  1000     25520     99.00      0.00  two_node_pipeli
10:18:41 AM  1000     25510     83.00      0.00  two_node_pipeli

10:18:41 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:42 AM  1000     25522     98.00      0.00  two_node_pipeli
10:18:42 AM  1000     25521    105.00      0.00  two_node_pipeli
10:18:42 AM  1000     25520     93.00      0.00  two_node_pipeli
10:18:42 AM  1000     25510     89.00      0.00  two_node_pipeli

10:18:42 AM   UID       PID   cswch/s nvcswch/s  Command
10:18:43 AM  1000     25522    106.00      1.00  two_node_pipeli
10:18:43 AM  1000     25521    119.00      0.00  two_node_pipeli
