Linux 5.15.0-121-generic (NEU) 	09/15/2024 	_x86_64_	(16 CPU)

06:42:49 PM   UID       PID   cswch/s nvcswch/s  Command
06:42:50 PM  1000      8514      4.00    155.00  two_node_pipeli
06:42:51 PM  1000      8514      1.00     23.00  two_node_pipeli
06:42:52 PM  1000      8514      4.00      7.00  two_node_pipeli
06:42:53 PM  1000      8514      3.00     81.00  two_node_pipeli
06:42:54 PM  1000      8514      0.00     27.00  two_node_pipeli
06:42:55 PM  1000      8514      0.00     75.25  two_node_pipeli
06:42:56 PM  1000      8514      0.00     12.00  two_node_pipeli
06:42:57 PM  1000      8514      0.99     24.75  two_node_pipeli
06:42:58 PM  1000      8514      1.00     15.00  two_node_pipeli
06:42:59 PM  1000      8514      3.00     21.00  two_node_pipeli
06:43:00 PM  1000      8514      1.00    122.00  two_node_pipeli
06:43:01 PM  1000      8514      0.00     22.77  two_node_pipeli
06:43:02 PM  1000      8514      1.00     19.00  two_node_pipeli
06:43:03 PM  1000      8514      1.00     64.00  two_node_pipeli
06:43:04 PM  1000      8514      2.97     32.67  two_node_pipeli
06:43:05 PM  1000      8514      3.00     33.00  two_node_pipeli
06:43:06 PM  1000      8514      7.92     41.58  two_node_pipeli
06:43:07 PM  1000      8514      5.94     53.47  two_node_pipeli
06:43:08 PM  1000      8514      3.92     39.22  two_node_pipeli
06:43:09 PM  1000      8514      2.97     35.64  two_node_pipeli
06:43:10 PM  1000      8514      2.97    117.82  two_node_pipeli
06:43:11 PM  1000      8514      3.96     61.39  two_node_pipeli
06:43:12 PM  1000      8514      6.00     36.00  two_node_pipeli
06:43:13 PM  1000      8514      5.00     49.00  two_node_pipeli
06:43:14 PM  1000      8514      7.00     45.00  two_node_pipeli
06:43:15 PM  1000      8514      4.00     18.00  two_node_pipeli
06:43:16 PM  1000      8514      2.00     28.00  two_node_pipeli
06:43:17 PM  1000      8514      2.00     77.00  two_node_pipeli
06:43:18 PM  1000      8514      3.00     34.00  two_node_pipeli
06:43:19 PM  1000      8514      1.00     18.00  two_node_pipeli
06:43:20 PM  1000      8514      4.00     44.00  two_node_pipeli
06:43:21 PM  1000      8514      2.00     33.00  two_node_pipeli
06:43:22 PM  1000      8514      0.93     38.89  two_node_pipeli
06:43:23 PM  1000      8514      3.00     20.00  two_node_pipeli
06:43:24 PM  1000      8514      0.00     18.00  two_node_pipeli
06:43:25 PM  1000      8514      3.00     36.00  two_node_pipeli
06:43:26 PM  1000      8514      1.00     65.00  two_node_pipeli
06:43:27 PM  1000      8514      0.00     36.00  two_node_pipeli
06:43:28 PM  1000      8514      1.00     34.00  two_node_pipeli
06:43:29 PM  1000      8514      0.00     49.00  two_node_pipeli
06:43:30 PM  1000      8514      0.00      5.00  two_node_pipeli
06:43:31 PM  1000      8514      0.00     95.00  two_node_pipeli
06:43:32 PM  1000      8514      0.00      6.00  two_node_pipeli
06:43:33 PM  1000      8514      1.00     79.00  two_node_pipeli
06:43:34 PM  1000      8514      0.00      8.00  two_node_pipeli
06:43:35 PM  1000      8514      1.00      5.00  two_node_pipeli
06:43:36 PM  1000      8514      0.00      0.00  two_node_pipeli
06:43:37 PM  1000      8514      1.00     14.00  two_node_pipeli
06:43:38 PM  1000      8514      0.00     18.00  two_node_pipeli
06:43:39 PM  1000      8514      1.00      9.00  two_node_pipeli
06:43:40 PM  1000      8514      0.00      0.00  two_node_pipeli
06:43:41 PM  1000      8514      0.00      7.00  two_node_pipeli
06:43:42 PM  1000      8514      0.00      2.97  two_node_pipeli
06:43:43 PM  1000      8514      0.00      1.00  two_node_pipeli
06:43:44 PM  1000      8514      0.00     14.85  two_node_pipeli
06:43:45 PM  1000      8514      0.00      2.00  two_node_pipeli
06:43:46 PM  1000      8514      0.00      2.00  two_node_pipeli
06:43:47 PM  1000      8514      0.00     13.00  two_node_pipeli
06:43:48 PM  1000      8514      0.00     23.00  two_node_pipeli
06:43:49 PM  1000      8514      0.00     54.00  two_node_pipeli
06:43:50 PM  1000      8514      0.00    138.00  two_node_pipeli
06:43:51 PM  1000      8514      0.00    402.00  two_node_pipeli
06:43:52 PM  1000      8514      3.00    758.00  two_node_pipeli
06:43:53 PM  1000      8514      2.00    194.00  two_node_pipeli
06:43:54 PM  1000      8514      0.00     59.00  two_node_pipeli
06:43:55 PM  1000      8514      2.00     37.00  two_node_pipeli
06:43:56 PM  1000      8514      0.00     14.00  two_node_pipeli
06:43:57 PM  1000      8514      0.00     10.00  two_node_pipeli
06:43:58 PM  1000      8514      0.00      3.00  two_node_pipeli
06:43:59 PM  1000      8514      1.00      3.00  two_node_pipeli
06:44:00 PM  1000      8514      0.00      1.00  two_node_pipeli
06:44:01 PM  1000      8514      1.00     25.00  two_node_pipeli
06:44:02 PM  1000      8514      0.00      4.00  two_node_pipeli
06:44:03 PM  1000      8514      0.00     17.00  two_node_pipeli
06:44:04 PM  1000      8514      0.00     96.00  two_node_pipeli
06:44:05 PM  1000      8514      7.00    279.00  two_node_pipeli
06:44:06 PM  1000      8514      0.00    319.00  two_node_pipeli
06:44:07 PM  1000      8514      1.00    441.00  two_node_pipeli
06:44:08 PM  1000      8514     28.00    239.00  two_node_pipeli
06:44:09 PM  1000      8514     24.00    312.00  two_node_pipeli
06:44:10 PM  1000      8514      7.00    363.00  two_node_pipeli
06:44:11 PM  1000      8514      0.00    433.00  two_node_pipeli
06:44:12 PM  1000      8514     28.00    308.00  two_node_pipeli
06:44:13 PM  1000      8514      8.00    346.00  two_node_pipeli
06:44:14 PM  1000      8514      3.00    356.00  two_node_pipeli
06:44:15 PM  1000      8514     11.00    207.00  two_node_pipeli
06:44:16 PM  1000      8514     22.77    395.05  two_node_pipeli
06:44:17 PM  1000      8514      7.00    352.00  two_node_pipeli
06:44:18 PM  1000      8514      0.00    473.00  two_node_pipeli
06:44:19 PM  1000      8514      1.00    435.00  two_node_pipeli
06:44:20 PM  1000      8514     20.00    384.00  two_node_pipeli
06:44:21 PM  1000      8514     22.00    460.00  two_node_pipeli
06:44:22 PM  1000      8514      5.00    475.00  two_node_pipeli
06:44:23 PM  1000      8514      3.00    485.00  two_node_pipeli
06:44:24 PM  1000      8514      3.00    424.00  two_node_pipeli
06:44:25 PM  1000      8514      3.00    507.00  two_node_pipeli
06:44:26 PM  1000      8514     13.00    492.00  two_node_pipeli
06:44:27 PM  1000      8514     37.00    417.00  two_node_pipeli
06:44:28 PM  1000      8514      9.00    407.00  two_node_pipeli
06:44:29 PM  1000      8514      7.00    328.00  two_node_pipeli
06:44:30 PM  1000      8514      7.00    269.00  two_node_pipeli
06:44:31 PM  1000      8514      0.00    335.00  two_node_pipeli
06:44:32 PM  1000      8514     14.00    394.00  two_node_pipeli
06:44:33 PM  1000      8514      0.00    478.00  two_node_pipeli
06:44:34 PM  1000      8514     11.00    347.00  two_node_pipeli
06:44:35 PM  1000      8514     11.88    366.34  two_node_pipeli
06:44:36 PM  1000      8514      9.00    374.00  two_node_pipeli
06:44:37 PM  1000      8514      3.00    294.00  two_node_pipeli
06:44:38 PM  1000      8514     21.00    186.00  two_node_pipeli
06:44:39 PM  1000      8514     23.00    320.00  two_node_pipeli
06:44:40 PM  1000      8514     16.00    293.00  two_node_pipeli
06:44:41 PM  1000      8514      4.00    295.00  two_node_pipeli
06:44:42 PM  1000      8514      7.00    420.00  two_node_pipeli
06:44:43 PM  1000      8514     12.00    387.00  two_node_pipeli
06:44:44 PM  1000      8514     13.00    439.00  two_node_pipeli
06:44:45 PM  1000      8514     13.00    323.00  two_node_pipeli
06:44:46 PM  1000      8514     41.00    403.00  two_node_pipeli
06:44:47 PM  1000      8514     42.00    288.00  two_node_pipeli
06:44:48 PM  1000      8514     30.00    311.00  two_node_pipeli
06:44:49 PM  1000      8514     21.00    401.00  two_node_pipeli
06:44:50 PM  1000      8514     42.00    242.00  two_node_pipeli
06:44:51 PM  1000      8514     38.00    406.00  two_node_pipeli
06:44:52 PM  1000      8514     37.00    241.00  two_node_pipeli
06:44:53 PM  1000      8514     10.00    296.00  two_node_pipeli
06:44:54 PM  1000      8514      1.00    349.00  two_node_pipeli
06:44:55 PM  1000      8514     23.00    367.00  two_node_pipeli
06:44:56 PM  1000      8514      7.00    329.00  two_node_pipeli
06:44:57 PM  1000      8514      2.00    368.00  two_node_pipeli
06:44:58 PM  1000      8514     38.00    364.00  two_node_pipeli
06:44:59 PM  1000      8514     40.00    247.00  two_node_pipeli
06:45:00 PM  1000      8514      6.00    402.00  two_node_pipeli
