Linux 5.10.216-tegra (neu-desktop) 	11/05/2024 	_aarch64_	(12 CPU)

08:28:43 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:44 PM  1000     79551     25.00      0.00  two_node_pipeli
08:28:44 PM  1000     79541     31.00      0.00  two_node_pipeli
08:28:44 PM  1000     79552     25.00      0.00  two_node_pipeli
08:28:44 PM  1000     79553     27.00      0.00  two_node_pipeli

08:28:44 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:45 PM  1000     79551     26.00      0.00  two_node_pipeli
08:28:45 PM  1000     79541     24.00      1.00  two_node_pipeli
08:28:45 PM  1000     79552     30.00      1.00  two_node_pipeli
08:28:45 PM  1000     79553     25.00      1.00  two_node_pipeli

08:28:45 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:46 PM  1000     79551     24.00      0.00  two_node_pipeli
08:28:46 PM  1000     79541     30.00      0.00  two_node_pipeli
08:28:46 PM  1000     79552     26.00      0.00  two_node_pipeli
08:28:46 PM  1000     79553     23.00      0.00  two_node_pipeli

08:28:46 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:47 PM  1000     79551     25.00      0.00  two_node_pipeli
08:28:47 PM  1000     79541     26.00      0.00  two_node_pipeli
08:28:47 PM  1000     79552     28.00      0.00  two_node_pipeli
08:28:47 PM  1000     79553     27.00      0.00  two_node_pipeli

08:28:47 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:48 PM  1000     79551     26.00      0.00  two_node_pipeli
08:28:48 PM  1000     79541     27.00      0.00  two_node_pipeli
08:28:48 PM  1000     79552     29.00      0.00  two_node_pipeli
08:28:48 PM  1000     79553     27.00      0.00  two_node_pipeli

08:28:48 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:49 PM  1000     79551     25.00      1.00  two_node_pipeli
08:28:49 PM  1000     79541     23.00      1.00  two_node_pipeli
08:28:49 PM  1000     79552     29.00      1.00  two_node_pipeli
08:28:49 PM  1000     79553     26.00      1.00  two_node_pipeli

08:28:49 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:50 PM  1000     79551     27.00      0.00  two_node_pipeli
08:28:50 PM  1000     79541     29.00      0.00  two_node_pipeli
08:28:50 PM  1000     79552     23.00      0.00  two_node_pipeli
08:28:50 PM  1000     79553     25.00      0.00  two_node_pipeli

08:28:50 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:51 PM  1000     79551     30.00      0.00  two_node_pipeli
08:28:51 PM  1000     79541     25.00      0.00  two_node_pipeli
08:28:51 PM  1000     79552     27.00      0.00  two_node_pipeli
08:28:51 PM  1000     79553     25.00      0.00  two_node_pipeli

08:28:51 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:52 PM  1000     79551     29.00      0.00  two_node_pipeli
08:28:52 PM  1000     79541     26.00      0.00  two_node_pipeli
08:28:52 PM  1000     79552     25.00      0.00  two_node_pipeli
08:28:52 PM  1000     79553     24.00      0.00  two_node_pipeli

08:28:52 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:53 PM  1000     79551     27.00      1.00  two_node_pipeli
08:28:53 PM  1000     79541     23.00      1.00  two_node_pipeli
08:28:53 PM  1000     79552     29.00      1.00  two_node_pipeli
08:28:53 PM  1000     79553     25.00      1.00  two_node_pipeli

08:28:53 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:54 PM  1000     79551     24.00      0.00  two_node_pipeli
08:28:54 PM  1000     79541     28.00      0.00  two_node_pipeli
08:28:54 PM  1000     79552     26.00      0.00  two_node_pipeli
08:28:54 PM  1000     79553     25.00      0.00  two_node_pipeli

08:28:54 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:55 PM  1000     79551     27.00      0.00  two_node_pipeli
08:28:55 PM  1000     79541     23.00      0.00  two_node_pipeli
08:28:55 PM  1000     79552     25.00      0.00  two_node_pipeli
08:28:55 PM  1000     79553     30.00      0.00  two_node_pipeli

08:28:55 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:56 PM  1000     79551     24.00      0.00  two_node_pipeli
08:28:56 PM  1000     79541     29.00      0.00  two_node_pipeli
08:28:56 PM  1000     79552     27.00      0.00  two_node_pipeli
08:28:56 PM  1000     79553     28.00      0.00  two_node_pipeli

08:28:56 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:57 PM  1000     79551     25.00      0.00  two_node_pipeli
08:28:57 PM  1000     79541     20.00      1.00  two_node_pipeli
08:28:57 PM  1000     79552     30.00      1.00  two_node_pipeli
08:28:57 PM  1000     79553     24.00      1.00  two_node_pipeli

08:28:57 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:58 PM  1000     79551     28.00      0.00  two_node_pipeli
08:28:58 PM  1000     79541     28.00      0.00  two_node_pipeli
08:28:58 PM  1000     79552     23.00      0.00  two_node_pipeli
08:28:58 PM  1000     79553     26.00      0.00  two_node_pipeli

08:28:58 PM   UID       PID   cswch/s nvcswch/s  Command
08:28:59 PM  1000     79551     27.00      0.00  two_node_pipeli
08:28:59 PM  1000     79541     23.00      0.00  two_node_pipeli
08:28:59 PM  1000     79552     30.00      0.00  two_node_pipeli
08:28:59 PM  1000     79553     27.00      0.00  two_node_pipeli

08:28:59 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:00 PM  1000     79551     26.00      0.00  two_node_pipeli
08:29:00 PM  1000     79541     26.00      0.00  two_node_pipeli
08:29:00 PM  1000     79552     26.00      0.00  two_node_pipeli
08:29:00 PM  1000     79553     29.00      0.00  two_node_pipeli

08:29:00 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:01 PM  1000     79551     24.00      0.00  two_node_pipeli
08:29:01 PM  1000     79541     23.00      1.00  two_node_pipeli
08:29:01 PM  1000     79552     26.00      1.00  two_node_pipeli
08:29:01 PM  1000     79553     30.00      1.00  two_node_pipeli

08:29:01 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:02 PM  1000     79551     25.00      0.00  two_node_pipeli
08:29:02 PM  1000     79541     25.00      0.00  two_node_pipeli
08:29:02 PM  1000     79552     28.00      0.00  two_node_pipeli
08:29:02 PM  1000     79553     25.00      0.00  two_node_pipeli

08:29:02 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:03 PM  1000     79551     25.00      0.00  two_node_pipeli
08:29:03 PM  1000     79541     24.00      0.00  two_node_pipeli
08:29:03 PM  1000     79552     28.00      0.00  two_node_pipeli
08:29:03 PM  1000     79553     26.00      0.00  two_node_pipeli

08:29:03 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:04 PM  1000     79551     24.00      0.00  two_node_pipeli
08:29:04 PM  1000     79541     26.00      0.00  two_node_pipeli
08:29:04 PM  1000     79552     33.00      0.00  two_node_pipeli
08:29:04 PM  1000     79553     24.00      0.00  two_node_pipeli

08:29:04 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:05 PM  1000     79551     28.00      0.00  two_node_pipeli
08:29:05 PM  1000     79541     25.00      1.00  two_node_pipeli
08:29:05 PM  1000     79552     28.00      1.00  two_node_pipeli
08:29:05 PM  1000     79553     26.00      1.00  two_node_pipeli

08:29:05 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:06 PM  1000     79551     24.00      0.00  two_node_pipeli
08:29:06 PM  1000     79541     26.00      0.00  two_node_pipeli
08:29:06 PM  1000     79552     25.00      0.00  two_node_pipeli
08:29:06 PM  1000     79553     28.00      0.00  two_node_pipeli

08:29:06 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:07 PM  1000     79551     27.00      0.00  two_node_pipeli
08:29:07 PM  1000     79541     27.00      0.00  two_node_pipeli
08:29:07 PM  1000     79552     30.00      0.00  two_node_pipeli
08:29:07 PM  1000     79553     24.00      0.00  two_node_pipeli

08:29:07 PM   UID       PID   cswch/s nvcswch/s  Command
08:29:08 PM  1000     79551     28.00      0.00  two_node_pipeli
08:29:08 PM  1000     79541     25.00      0.00  two_node_pipeli
08:29:08 PM  1000     79552     28.00      0.00  two_node_pipeli
08:29:08 PM  1000     79553     26.00      0.00  two_node_pipeli

08:29:08 PM   UID       PID   cswch/s nvcswch/s  Command
