Linux 5.10.216-tegra (neu-desktop) 	11/05/2024 	_aarch64_	(12 CPU)

08:21:07 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:08 PM  1000     75635     19.00      0.00  two_node_pipeli
08:21:08 PM  1000     75625     40.00      0.00  two_node_pipeli
08:21:08 PM  1000     75637     24.00      0.00  two_node_pipeli
08:21:08 PM  1000     75636     17.00      0.00  two_node_pipeli

08:21:08 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:09 PM  1000     75635     27.00      0.00  two_node_pipeli
08:21:09 PM  1000     75625     19.00      1.00  two_node_pipeli
08:21:09 PM  1000     75637     33.00      1.00  two_node_pipeli
08:21:09 PM  1000     75636     23.00      1.00  two_node_pipeli

08:21:09 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:10 PM  1000     75635     29.00      0.00  two_node_pipeli
08:21:10 PM  1000     75625     25.00      0.00  two_node_pipeli
08:21:10 PM  1000     75637     21.00      0.00  two_node_pipeli
08:21:10 PM  1000     75636     25.00      0.00  two_node_pipeli

08:21:10 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:11 PM  1000     75635     21.00      0.00  two_node_pipeli
08:21:11 PM  1000     75625     40.00      0.00  two_node_pipeli
08:21:11 PM  1000     75637     19.00      0.00  two_node_pipeli
08:21:11 PM  1000     75636     20.00      0.00  two_node_pipeli

08:21:11 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:12 PM  1000     75635     24.00      0.00  two_node_pipeli
08:21:12 PM  1000     75625     40.00      0.00  two_node_pipeli
08:21:12 PM  1000     75637     17.00      0.00  two_node_pipeli
08:21:12 PM  1000     75636     19.00      0.00  two_node_pipeli

08:21:12 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:13 PM  1000     75635     26.00      0.00  two_node_pipeli
08:21:13 PM  1000     75625     22.00      1.00  two_node_pipeli
08:21:13 PM  1000     75637     31.00      1.00  two_node_pipeli
08:21:13 PM  1000     75636     22.00      1.00  two_node_pipeli

08:21:13 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:14 PM  1000     75635     26.00      0.00  two_node_pipeli
08:21:14 PM  1000     75625     27.00      0.00  two_node_pipeli
08:21:14 PM  1000     75637     20.00      0.00  two_node_pipeli
08:21:14 PM  1000     75636     27.00      0.00  two_node_pipeli

08:21:14 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:15 PM  1000     75635     20.00      0.00  two_node_pipeli
08:21:15 PM  1000     75625     19.00      0.00  two_node_pipeli
08:21:15 PM  1000     75637     21.00      0.00  two_node_pipeli
08:21:15 PM  1000     75636     40.00      0.00  two_node_pipeli

08:21:15 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:16 PM  1000     75635     18.00      0.00  two_node_pipeli
08:21:16 PM  1000     75625     18.00      0.00  two_node_pipeli
08:21:16 PM  1000     75637     24.00      0.00  two_node_pipeli
08:21:16 PM  1000     75636     40.00      0.00  two_node_pipeli

08:21:16 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:17 PM  1000     75635     21.00      0.00  two_node_pipeli
08:21:17 PM  1000     75625     28.00      1.00  two_node_pipeli
08:21:17 PM  1000     75637     33.00      1.00  two_node_pipeli
08:21:17 PM  1000     75636     19.00      1.00  two_node_pipeli

08:21:17 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:18 PM  1000     75635     28.00      0.00  two_node_pipeli
08:21:18 PM  1000     75625     23.00      0.00  two_node_pipeli
08:21:18 PM  1000     75637     21.00      0.00  two_node_pipeli
08:21:18 PM  1000     75636     29.00      0.00  two_node_pipeli

08:21:18 PM   UID       PID   cswch/s nvcswch/s  Command
08:21:19 PM  1000     75635     40.00      0.00  two_node_pipeli
08:21:19 PM  1000     75625     21.00      0.00  two_node_pipeli
