Linux 5.15.0-121-generic (NEU) 	09/15/2024 	_x86_64_	(16 CPU)

05:39:52 PM   UID       PID   cswch/s nvcswch/s  Command
05:39:53 PM  1000      5097      0.00    163.00  two_node_pipeli
05:39:54 PM  1000      5097      0.00     68.32  two_node_pipeli
05:39:55 PM  1000      5097      0.00    175.25  two_node_pipeli
05:39:56 PM  1000      5097      0.00     81.55  two_node_pipeli
05:39:57 PM  1000      5097      0.00     54.00  two_node_pipeli
05:39:58 PM  1000      5097      0.00     52.00  two_node_pipeli
05:39:59 PM  1000      5097      0.00     71.00  two_node_pipeli
05:40:00 PM  1000      5097      0.00     59.00  two_node_pipeli
05:40:01 PM  1000      5097      0.00     43.14  two_node_pipeli
05:40:02 PM  1000      5097      0.00     68.00  two_node_pipeli
05:40:03 PM  1000      5097      0.00     67.00  two_node_pipeli
05:40:04 PM  1000      5097      0.00     36.00  two_node_pipeli
05:40:05 PM  1000      5097      0.00    133.00  two_node_pipeli
05:40:06 PM  1000      5097      0.00    131.00  two_node_pipeli
05:40:07 PM  1000      5097      0.00    125.00  two_node_pipeli
05:40:08 PM  1000      5097      0.00     87.00  two_node_pipeli
05:40:09 PM  1000      5097      6.00    379.00  two_node_pipeli
05:40:10 PM  1000      5097     13.00    261.00  two_node_pipeli
05:40:11 PM  1000      5097      5.00    392.00  two_node_pipeli
05:40:12 PM  1000      5097     13.00    324.00  two_node_pipeli
05:40:13 PM  1000      5097      6.00    253.00  two_node_pipeli
05:40:14 PM  1000      5097      3.00    325.00  two_node_pipeli
05:40:15 PM  1000      5097      9.00    360.00  two_node_pipeli
05:40:16 PM  1000      5097     12.00    305.00  two_node_pipeli
05:40:17 PM  1000      5097      7.00    398.00  two_node_pipeli
05:40:18 PM  1000      5097      7.00    361.00  two_node_pipeli
05:40:19 PM  1000      5097      7.00    155.00  two_node_pipeli
05:40:20 PM  1000      5097     11.00    455.00  two_node_pipeli
05:40:21 PM  1000      5097     10.00    385.00  two_node_pipeli
05:40:22 PM  1000      5097     11.00    386.00  two_node_pipeli
05:40:23 PM  1000      5097      6.00    346.00  two_node_pipeli
05:40:24 PM  1000      5097     11.00    196.00  two_node_pipeli
05:40:25 PM  1000      5097      7.00    522.00  two_node_pipeli
05:40:26 PM  1000      5097     12.00    318.00  two_node_pipeli
05:40:27 PM  1000      5097      6.00    335.00  two_node_pipeli
05:40:28 PM  1000      5097     13.00    212.00  two_node_pipeli
05:40:29 PM  1000      5097     11.00    100.00  two_node_pipeli
05:40:30 PM  1000      5097     13.00    224.00  two_node_pipeli
05:40:31 PM  1000      5097      8.00    412.00  two_node_pipeli
05:40:32 PM  1000      5097     11.00    174.00  two_node_pipeli
05:40:33 PM  1000      5097     10.00    204.00  two_node_pipeli
05:40:34 PM  1000      5097     11.00    220.00  two_node_pipeli
05:40:35 PM  1000      5097      5.00    331.00  two_node_pipeli
05:40:36 PM  1000      5097     14.00    349.00  two_node_pipeli
05:40:37 PM  1000      5097      6.00    146.00  two_node_pipeli
05:40:38 PM  1000      5097     16.00     93.00  two_node_pipeli
05:40:39 PM  1000      5097      9.00    350.00  two_node_pipeli
05:40:40 PM  1000      5097      9.00    158.00  two_node_pipeli
05:40:41 PM  1000      5097      8.00    443.00  two_node_pipeli
05:40:42 PM  1000      5097     14.00    262.00  two_node_pipeli
05:40:43 PM  1000      5097      6.00    518.00  two_node_pipeli
05:40:44 PM  1000      5097     15.00    102.00  two_node_pipeli
05:40:45 PM  1000      5097      5.00    463.00  two_node_pipeli
05:40:46 PM  1000      5097     12.00    134.00  two_node_pipeli
05:40:47 PM  1000      5097     10.00    494.00  two_node_pipeli
05:40:48 PM  1000      5097      9.00    309.00  two_node_pipeli
05:40:49 PM  1000      5097      9.00    216.00  two_node_pipeli
05:40:50 PM  1000      5097     17.00    236.00  two_node_pipeli
05:40:51 PM  1000      5097      6.00    168.00  two_node_pipeli
05:40:52 PM  1000      5097     16.00    198.00  two_node_pipeli
05:40:53 PM  1000      5097     11.00    353.00  two_node_pipeli
05:40:54 PM  1000      5097     11.00     97.00  two_node_pipeli
05:40:55 PM  1000      5097     11.00    250.00  two_node_pipeli
05:40:56 PM  1000      5097     12.00    250.00  two_node_pipeli
05:40:57 PM  1000      5097      9.00    226.00  two_node_pipeli
05:40:58 PM  1000      5097     10.00    466.00  two_node_pipeli
05:40:59 PM  1000      5097      8.91    235.64  two_node_pipeli
05:41:00 PM  1000      5097     10.00    293.00  two_node_pipeli
05:41:01 PM  1000      5097      8.00    313.00  two_node_pipeli
05:41:02 PM  1000      5097     13.00    339.00  two_node_pipeli
05:41:03 PM  1000      5097      7.00    309.00  two_node_pipeli
05:41:04 PM  1000      5097     14.00    282.00  two_node_pipeli
05:41:05 PM  1000      5097      7.00    199.00  two_node_pipeli
05:41:06 PM  1000      5097     13.00    222.00  two_node_pipeli
05:41:07 PM  1000      5097      7.00    402.00  two_node_pipeli
05:41:08 PM  1000      5097     13.00     92.00  two_node_pipeli
05:41:09 PM  1000      5097      8.00    355.00  two_node_pipeli
05:41:10 PM  1000      5097      8.00    201.00  two_node_pipeli
05:41:11 PM  1000      5097     10.00    242.00  two_node_pipeli
05:41:12 PM  1000      5097     11.00    228.00  two_node_pipeli
05:41:13 PM  1000      5097      9.00    145.00  two_node_pipeli
05:41:14 PM  1000      5097      7.00    170.00  two_node_pipeli
05:41:15 PM  1000      5097     10.00     85.00  two_node_pipeli
05:41:16 PM  1000      5097     11.00    184.00  two_node_pipeli
05:41:17 PM  1000      5097      7.00    151.00  two_node_pipeli
05:41:18 PM  1000      5097     14.00    357.00  two_node_pipeli
05:41:19 PM  1000      5097      9.00    286.00  two_node_pipeli
05:41:20 PM  1000      5097      9.00    394.00  two_node_pipeli
05:41:21 PM  1000      5097      5.00    121.00  two_node_pipeli
05:41:22 PM  1000      5097     12.00     93.00  two_node_pipeli
05:41:23 PM  1000      5097      8.00    136.00  two_node_pipeli
05:41:24 PM  1000      5097     14.00    301.00  two_node_pipeli
05:41:25 PM  1000      5097      5.00    203.00  two_node_pipeli
05:41:26 PM  1000      5097     16.00    228.00  two_node_pipeli
05:41:27 PM  1000      5097      6.00    363.00  two_node_pipeli
05:41:28 PM  1000      5097     14.00    214.00  two_node_pipeli
05:41:29 PM  1000      5097      7.00    449.00  two_node_pipeli
05:41:30 PM  1000      5097      9.00    407.00  two_node_pipeli
05:41:31 PM  1000      5097     10.00    359.00  two_node_pipeli
05:41:32 PM  1000      5097     15.00    171.00  two_node_pipeli
05:41:33 PM  1000      5097      7.00    248.00  two_node_pipeli
05:41:34 PM  1000      5097     11.00    154.00  two_node_pipeli
05:41:35 PM  1000      5097     10.00    124.00  two_node_pipeli
05:41:36 PM  1000      5097     14.00    200.00  two_node_pipeli
05:41:37 PM  1000      5097     12.00    130.00  two_node_pipeli
05:41:38 PM  1000      5097     13.00    340.00  two_node_pipeli
05:41:39 PM  1000      5097      6.00    517.00  two_node_pipeli
05:41:40 PM  1000      5097      6.00    508.00  two_node_pipeli
05:41:41 PM  1000      5097      0.00    599.01  two_node_pipeli
05:41:42 PM  1000      5097      0.00    494.00  two_node_pipeli
05:41:43 PM  1000      5097      0.00    156.00  two_node_pipeli
05:41:44 PM  1000      5097      4.00    406.00  two_node_pipeli
05:41:45 PM  1000      5097      8.00    274.00  two_node_pipeli
05:41:46 PM  1000      5097     11.00    540.00  two_node_pipeli
05:41:47 PM  1000      5097      4.00    671.00  two_node_pipeli
05:41:48 PM  1000      5097     10.00    617.00  two_node_pipeli
05:41:49 PM  1000      5097      7.00    665.00  two_node_pipeli
05:41:50 PM  1000      5097      7.00    313.00  two_node_pipeli
05:41:51 PM  1000      5097      0.00    521.00  two_node_pipeli
05:41:52 PM  1000      5097      1.00    624.00  two_node_pipeli
05:41:53 PM  1000      5097      0.00    346.00  two_node_pipeli
05:41:54 PM  1000      5097      0.00    363.00  two_node_pipeli
05:41:55 PM  1000      5097      0.00    513.00  two_node_pipeli
05:41:56 PM  1000      5097      0.00    522.00  two_node_pipeli
05:41:57 PM  1000      5097      0.00    640.00  two_node_pipeli
05:41:58 PM  1000      5097      0.00    596.00  two_node_pipeli
05:41:59 PM  1000      5097      2.00    595.00  two_node_pipeli
05:42:00 PM  1000      5097      0.00    387.00  two_node_pipeli
05:42:01 PM  1000      5097      0.00    327.00  two_node_pipeli
05:42:02 PM  1000      5097      0.00    295.05  two_node_pipeli
05:42:03 PM  1000      5097      0.00    265.00  two_node_pipeli
05:42:04 PM  1000      5097      0.00    280.00  two_node_pipeli
05:42:05 PM  1000      5097      0.00    569.31  two_node_pipeli
05:42:06 PM  1000      5097      0.00    133.66  two_node_pipeli
05:42:07 PM  1000      5097      0.00    274.00  two_node_pipeli
05:42:08 PM  1000      5097      0.00    214.00  two_node_pipeli
05:42:09 PM  1000      5097      0.00    112.87  two_node_pipeli
05:42:10 PM  1000      5097      0.00    121.00  two_node_pipeli
