Linux 5.15.0-122-generic (NEU) 	09/21/2024 	_x86_64_	(16 CPU)

10:12:27 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:12:28 AM  1000     14180   54.00    0.00    0.00    5.00   54.00     1  two_node_pipeli
10:12:29 AM  1000     14180   51.00    1.00    0.00    6.00   52.00     1  two_node_pipeli
10:12:30 AM  1000     14180   51.00    0.00    0.00    7.00   51.00     1  two_node_pipeli
10:12:31 AM  1000     14180   54.00    0.00    0.00    6.00   54.00     1  two_node_pipeli
10:12:32 AM  1000     14180   50.00    0.00    0.00    6.00   50.00     1  two_node_pipeli
10:12:33 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:12:34 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:12:35 AM  1000     14180   50.00    0.00    0.00    6.00   50.00     1  two_node_pipeli
10:12:36 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:12:37 AM  1000     14180   54.00    0.00    0.00    6.00   54.00     1  two_node_pipeli
10:12:38 AM  1000     14180   51.00    0.00    0.00    5.00   51.00     1  two_node_pipeli
10:12:39 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:12:40 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:12:41 AM  1000     14180   50.00    0.00    0.00    5.00   50.00     1  two_node_pipeli
10:12:42 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:12:43 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:12:44 AM  1000     14180   50.00    0.00    0.00    5.00   50.00     1  two_node_pipeli
10:12:45 AM  1000     14180   51.00    0.00    0.00    8.00   51.00     1  two_node_pipeli
10:12:46 AM  1000     14180   54.00    0.00    0.00    5.00   54.00     1  two_node_pipeli
10:12:47 AM  1000     14180   50.00    0.00    0.00    6.00   50.00     1  two_node_pipeli
10:12:48 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:12:49 AM  1000     14180   55.00    0.00    0.00    5.00   55.00     1  two_node_pipeli
10:12:50 AM  1000     14180   49.00    1.00    0.00    6.00   50.00     1  two_node_pipeli
10:12:51 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:12:52 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:12:53 AM  1000     14180   49.00    0.00    0.00    6.00   49.00     1  two_node_pipeli
10:12:54 AM  1000     14180   51.00    0.00    0.00    7.00   51.00     1  two_node_pipeli
10:12:55 AM  1000     14180   54.00    0.00    0.00    6.00   54.00     1  two_node_pipeli
10:12:56 AM  1000     14180   50.00    0.00    0.00    5.00   50.00     1  two_node_pipeli
10:12:57 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:12:58 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:12:59 AM  1000     14180   49.00    0.00    0.00    5.00   49.00     1  two_node_pipeli
10:13:00 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:13:01 AM  1000     14180   55.00    0.00    0.00    5.00   55.00     1  two_node_pipeli
10:13:02 AM  1000     14180   50.00    0.00    0.00    6.00   50.00     1  two_node_pipeli
10:13:03 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:13:04 AM  1000     14180   55.00    0.00    0.00    5.00   55.00     1  two_node_pipeli
10:13:05 AM  1000     14180   50.00    0.00    0.00    6.00   50.00     1  two_node_pipeli
10:13:06 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:13:07 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:08 AM  1000     14180   49.00    0.00    0.00    6.00   49.00     1  two_node_pipeli
10:13:09 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:13:10 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:11 AM  1000     14180   50.00    0.00    0.00    5.00   50.00     1  two_node_pipeli
10:13:12 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:13:13 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:14 AM  1000     14180   49.00    0.00    0.00    5.00   49.00     1  two_node_pipeli
10:13:15 AM  1000     14180   51.00    0.00    0.00    8.00   51.00     1  two_node_pipeli
10:13:16 AM  1000     14180   54.00    1.00    0.00    5.00   55.00     1  two_node_pipeli
10:13:17 AM  1000     14180   49.00    0.00    0.00    6.00   49.00     1  two_node_pipeli
10:13:18 AM  1000     14180   51.00    0.00    0.00    7.00   51.00     1  two_node_pipeli
10:13:19 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:20 AM  1000     14180   49.00    0.00    0.00    6.00   49.00     1  two_node_pipeli
10:13:21 AM  1000     14180   51.00    0.00    0.00    7.00   51.00     1  two_node_pipeli
10:13:22 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:23 AM  1000     14180   50.00    0.00    0.00    6.00   50.00     1  two_node_pipeli
10:13:24 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:13:25 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:26 AM  1000     14180   49.00    0.00    0.00    6.00   49.00     1  two_node_pipeli
10:13:27 AM  1000     14180   51.00    0.00    0.00    7.00   51.00     1  two_node_pipeli
10:13:28 AM  1000     14180   54.00    0.00    0.00    6.00   54.00     1  two_node_pipeli
10:13:29 AM  1000     14180   50.00    0.00    0.00    5.00   50.00     1  two_node_pipeli
10:13:30 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:13:31 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:32 AM  1000     14180   49.00    0.00    0.00    5.00   49.00     1  two_node_pipeli
10:13:33 AM  1000     14180   50.00    0.00    0.00    8.00   50.00     1  two_node_pipeli
10:13:34 AM  1000     14180   55.00    0.00    0.00    5.00   55.00     1  two_node_pipeli
10:13:35 AM  1000     14180   49.00    0.00    0.00    6.00   49.00     1  two_node_pipeli
10:13:36 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:13:37 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:38 AM  1000     14180   50.00    0.00    0.00    6.00   50.00     1  two_node_pipeli
10:13:39 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
10:13:40 AM  1000     14180   55.00    0.00    0.00    6.00   55.00     1  two_node_pipeli
10:13:41 AM  1000     14180   49.00    0.00    0.00    6.00   49.00     1  two_node_pipeli
10:13:42 AM  1000     14180   50.00    0.00    0.00    7.00   50.00     1  two_node_pipeli
