|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 10001098. 
Chain 1 : 200ms | 13	13	13
Chain 2 : 300ms | 20	20	20

|TID:14481|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884990990899533-End@1726884990997414070-Cost:6514537(ns) and Published msg: 0]. 

|TID:14470|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884991019762864-End@1726884991026272456-Cost:6509592(ns) and Route msg: 0]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884991048707808-End@1726884991055226638-Cost:6518830(ns) and Received msg: 0]. 

|TID:14481|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884991112720585-End@1726884991122751555-Cost:10030970(ns) and Published msg: 0]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884991144937654-End@1726884991154976262-Cost:10038608(ns) and Route msg: 0]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884991177253958-End@1726884991188664349-Cost:11410391(ns) and Received msg: 0]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884991210843911-End@1726884991218195215-Cost:7351304(ns) and Published msg: 1]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884991241210494-End@1726884991248617596-Cost:7407102(ns) and Route msg: 1]. 

|TID:14470|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884991270725841-End@1726884991278294773-Cost:7568932(ns) and Received msg: 1]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884991391140328-End@1726884991397646167-Cost:6505839(ns) and Published msg: 2]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884991430576318-End@1726884991442726546-Cost:12150228(ns) and Route msg: 2]. 

|TID:14470|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884991447700269-End@1726884991463169781-Cost:15469512(ns) and Published msg: 1]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884991490990272-End@1726884991497484475-Cost:6494203(ns) and Received msg: 2]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884991510450923-End@1726884991520423696-Cost:9972773(ns) and Route msg: 1]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884991543118407-End@1726884991553054937-Cost:9936530(ns) and Received msg: 1]. 

|TID:14481|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884991590324330-End@1726884991596834307-Cost:6509977(ns) and Published msg: 3]. 

|TID:14470|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884991618834121-End@1726884991625791384-Cost:6957263(ns) and Route msg: 3]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884991647772506-End@1726884991655221778-Cost:7449272(ns) and Received msg: 3]. 

|TID:14481|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884991712538576-End@1726884991722579168-Cost:10040592(ns) and Published msg: 2]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884991744671696-End@1726884991754694197-Cost:10022501(ns) and Route msg: 2]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884991776705272-End@1726884991786736638-Cost:10031366(ns) and Received msg: 2]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884991808772694-End@1726884991815410328-Cost:6637634(ns) and Published msg: 4]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884991838611677-End@1726884991845257628-Cost:6645951(ns) and Route msg: 4]. 

|TID:14470|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884991869238178-End@1726884991875855017-Cost:6616839(ns) and Received msg: 4]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884991990911385-End@1726884991997414246-Cost:6502861(ns) and Published msg: 5]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884992029919447-End@1726884992036443304-Cost:6523857(ns) and Route msg: 5]. 

|TID:14470|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884992046307188-End@1726884992056935171-Cost:10627983(ns) and Published msg: 3]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884992091764843-End@1726884992116317659-Cost:24552816(ns) and Received msg: 5]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884992095037644-End@1726884992132319870-Cost:37282226(ns) and Route msg: 3]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884992153466660-End@1726884992163495967-Cost:10029307(ns) and Received msg: 3]. 

|TID:14481|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884992192457115-End@1726884992199070730-Cost:6613615(ns) and Published msg: 6]. 

|TID:14470|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884992220267396-End@1726884992226864457-Cost:6597061(ns) and Route msg: 6]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884992247673894-End@1726884992254278568-Cost:6604674(ns) and Received msg: 6]. 

|TID:14481|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884992312710284-End@1726884992322643982-Cost:9933698(ns) and Published msg: 4]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884992343476993-End@1726884992353527626-Cost:10050633(ns) and Route msg: 4]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884992374003112-End@1726884992384034812-Cost:10031700(ns) and Received msg: 4]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884992404304141-End@1726884992410823712-Cost:6519571(ns) and Published msg: 7]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884992431394044-End@1726884992437908847-Cost:6514803(ns) and Route msg: 7]. 

|TID:14470|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884992458022278-End@1726884992464540138-Cost:6517860(ns) and Received msg: 7]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884992591426171-End@1726884992597948842-Cost:6522671(ns) and Published msg: 8]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884992630000079-End@1726884992636534053-Cost:6533974(ns) and Route msg: 8]. 

|TID:14470|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884992648217540-End@1726884992658248982-Cost:10031442(ns) and Published msg: 5]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884992689434471-End@1726884992695967821-Cost:6533350(ns) and Received msg: 8]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884992707743034-End@1726884992717744117-Cost:10001083(ns) and Route msg: 5]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884992738806325-End@1726884992748859989-Cost:10053664(ns) and Received msg: 5]. 

|TID:14481|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884992790076663-End@1726884992796688052-Cost:6611389(ns) and Published msg: 9]. 

|TID:14470|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884992817144035-End@1726884992823740094-Cost:6596059(ns) and Route msg: 9]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884992844042088-End@1726884992850636353-Cost:6594265(ns) and Received msg: 9]. 

|TID:14481|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884992913892792-End@1726884992923945904-Cost:10053112(ns) and Published msg: 6]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884992944342033-End@1726884992954363406-Cost:10021373(ns) and Route msg: 6]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884992974676335-End@1726884992984681536-Cost:10005201(ns) and Received msg: 6]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884993004780479-End@1726884993011292433-Cost:6511954(ns) and Published msg: 10]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884993031785392-End@1726884993038296170-Cost:6510778(ns) and Route msg: 10]. 

|TID:14470|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884993058319889-End@1726884993064826115-Cost:6506226(ns) and Received msg: 10]. 

|TID:14470|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884993191178278-End@1726884993197701057-Cost:6522779(ns) and Published msg: 11]. 

|TID:14481|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884993229309558-End@1726884993235835050-Cost:6525492(ns) and Route msg: 11]. 

|TID:14470|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884993247505623-End@1726884993257513882-Cost:10008259(ns) and Published msg: 7]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884993288471603-End@1726884993294978980-Cost:6507377(ns) and Received msg: 11]. 

|TID:14470|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884993306716976-End@1726884993316732670-Cost:10015694(ns) and Route msg: 7]. 

|TID:14481|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884993337809944-End@1726884993347813678-Cost:10003734(ns) and Received msg: 7]. 

|TID:14481|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884993390477332-End@1726884993396999029-Cost:6521697(ns) and Published msg: 12]. 

|TID:14470|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884993417331166-End@1726884993423841798-Cost:6510632(ns) and Route msg: 12]. 

|TID:14481|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884993444182036-End@1726884993450698645-Cost:6516609(ns) and Received msg: 12]. 

|TID:14481|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884993512434350-End@1726884993522475840-Cost:10041490(ns) and Published msg: 8]. 

