|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9993010. 
Chain 1 : 200ms | 13	13	13
Chain 2 : 300ms | 20	20	20

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884743865119911-End@1726884743871883500-Cost:6763589(ns) and Published msg: 0]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884743872123177-End@1726884743884150640-Cost:12027463(ns) and Route msg: 0]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884743884422499-End@1726884743890847087-Cost:6424588(ns) and Received msg: 0]. 

|TID:14196|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884743982609219-End@1726884743992657003-Cost:10047784(ns) and Published msg: 0]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884743992910969-End@1726884744008241722-Cost:15330753(ns) and Route msg: 0]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884744008502137-End@1726884744018220139-Cost:9718002(ns) and Received msg: 0]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884744065069021-End@1726884744071638173-Cost:6569152(ns) and Published msg: 1]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884744071824023-End@1726884744083740638-Cost:11916615(ns) and Route msg: 1]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884744083959113-End@1726884744090282709-Cost:6323596(ns) and Received msg: 1]. 

|TID:14196|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884744265182870-End@1726884744271888627-Cost:6705757(ns) and Published msg: 2]. 

|TID:14180|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884744272152819-End@1726884744284004690-Cost:11851871(ns) and Route msg: 2]. 

|TID:14180|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884744284262805-End@1726884744293990356-Cost:9727551(ns) and Published msg: 1]. 

|TID:14180|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884744294028820-End@1726884744300348810-Cost:6319990(ns) and Received msg: 2]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884744300513370-End@1726884744310259544-Cost:9746174(ns) and Route msg: 1]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884744310426515-End@1726884744320186673-Cost:9760158(ns) and Received msg: 1]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884744465171030-End@1726884744471939931-Cost:6768901(ns) and Published msg: 3]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884744472204060-End@1726884744484059558-Cost:11855498(ns) and Route msg: 3]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884744484322513-End@1726884744490673952-Cost:6351439(ns) and Received msg: 3]. 

|TID:14196|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884744582506371-End@1726884744592425673-Cost:9919302(ns) and Published msg: 2]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884744592646611-End@1726884744607970281-Cost:15323670(ns) and Route msg: 2]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884744608193536-End@1726884744617931912-Cost:9738376(ns) and Received msg: 2]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884744665083447-End@1726884744671695153-Cost:6611706(ns) and Published msg: 4]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884744671893424-End@1726884744683866155-Cost:11972731(ns) and Route msg: 4]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884744684083865-End@1726884744690412781-Cost:6328916(ns) and Received msg: 4]. 

|TID:14196|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884744865121604-End@1726884744871819366-Cost:6697762(ns) and Published msg: 5]. 

|TID:14180|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884744872044169-End@1726884744884020230-Cost:11976061(ns) and Route msg: 5]. 

|TID:14180|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884744884246039-End@1726884744893990562-Cost:9744523(ns) and Published msg: 3]. 

|TID:14180|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884744894029242-End@1726884744900380836-Cost:6351594(ns) and Received msg: 5]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884744900545282-End@1726884744910288768-Cost:9743486(ns) and Route msg: 3]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884744910476903-End@1726884744920198181-Cost:9721278(ns) and Received msg: 3]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884745065165860-End@1726884745071776004-Cost:6610144(ns) and Published msg: 6]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884745072018509-End@1726884745083877433-Cost:11858924(ns) and Route msg: 6]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884745084145410-End@1726884745090484342-Cost:6338932(ns) and Received msg: 6]. 

|TID:14196|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884745182489338-End@1726884745192522940-Cost:10033602(ns) and Published msg: 4]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884745192791962-End@1726884745208045551-Cost:15253589(ns) and Route msg: 4]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884745208416286-End@1726884745218128938-Cost:9712652(ns) and Received msg: 4]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884745265170462-End@1726884745271929493-Cost:6759031(ns) and Published msg: 7]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884745272495117-End@1726884745284194679-Cost:11699562(ns) and Route msg: 7]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884745284526551-End@1726884745290957719-Cost:6431168(ns) and Received msg: 7]. 

|TID:14196|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884745465186716-End@1726884745471995726-Cost:6809010(ns) and Published msg: 8]. 

|TID:14180|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884745472437213-End@1726884745484187692-Cost:11750479(ns) and Route msg: 8]. 

|TID:14180|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884745484454593-End@1726884745494177625-Cost:9723032(ns) and Published msg: 5]. 

|TID:14180|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884745494220254-End@1726884745500552791-Cost:6332537(ns) and Received msg: 8]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884745500716718-End@1726884745510456336-Cost:9739618(ns) and Route msg: 5]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884745510621960-End@1726884745520356952-Cost:9734992(ns) and Received msg: 5]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884745665105198-End@1726884745671873571-Cost:6768373(ns) and Published msg: 9]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884745672250496-End@1726884745684011976-Cost:11761480(ns) and Route msg: 9]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884745684270308-End@1726884745690609758-Cost:6339450(ns) and Received msg: 9]. 

|TID:14196|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884745782485393-End@1726884745792435910-Cost:9950517(ns) and Published msg: 6]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884745792652272-End@1726884745807961757-Cost:15309485(ns) and Route msg: 6]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884745808182389-End@1726884745817881334-Cost:9698945(ns) and Received msg: 6]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884745865067324-End@1726884745871775283-Cost:6707959(ns) and Published msg: 10]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884745872175226-End@1726884745883901235-Cost:11726009(ns) and Route msg: 10]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884745884205207-End@1726884745890505550-Cost:6300343(ns) and Received msg: 10]. 

|TID:14196|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884746065091598-End@1726884746071830605-Cost:6739007(ns) and Published msg: 11]. 

|TID:14180|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884746072284744-End@1726884746084092306-Cost:11807562(ns) and Route msg: 11]. 

|TID:14180|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884746084355535-End@1726884746094257378-Cost:9901843(ns) and Published msg: 7]. 

|TID:14180|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884746094314686-End@1726884746100740414-Cost:6425728(ns) and Received msg: 11]. 

|TID:14180|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726884746100921915-End@1726884746110803650-Cost:9881735(ns) and Route msg: 7]. 

|TID:14180|-->[Chain2-Command3.exe:200(100us)]-->[Start@1726884746110972292-End@1726884746120864006-Cost:9891714(ns) and Received msg: 7]. 

|TID:14180|-->[Chain1-Sensor1.exe:130(100us)]-->[Start@1726884746265106731-End@1726884746271902699-Cost:6795968(ns) and Published msg: 12]. 

|TID:14196|-->[Chain1-Transfer2.exe:130(100us)]-->[Start@1726884746272284529-End@1726884746284021187-Cost:11736658(ns) and Route msg: 12]. 

|TID:14196|-->[Chain1-Command3.exe:130(100us)]-->[Start@1726884746284283985-End@1726884746290605776-Cost:6321791(ns) and Received msg: 12]. 

|TID:14196|-->[Chain2-Sensor1.exe:200(100us)]-->[Start@1726884746382541230-End@1726884746392662219-Cost:10120989(ns) and Published msg: 8]. 

