|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9881152. 
Chain 1 : 250ms | 12	24	36
Chain 2 : 300ms | 15	30	45
Chain 3 : 350ms | 17	34	51
Chain 4 : 400ms | 20	40	60
Timer_missed : 1

|TID:1601533696|-->[Chain2-Sensor1.exe:150(100us)]-->[Start@1726474657259087813-End@1726474657301574398-Cost:42486585(ns) and Published msg: 0]. 

|TID:1601533696|-->[Chain3-Sensor1.exe:170(100us)]-->[Start@1726474657301803381-End@1726474657319999235-Cost:18195854(ns) and Published msg: 0]. 

|TID:1601533696|-->[Chain2-Sensor1.exe:150(100us)]-->[Start@1726474657321716872-End@1726474657349233572-Cost:27516700(ns) and Published msg: 1]. 

|TID:1601533696|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726474657349737492-End@1726474657387424240-Cost:37686748(ns) and Route msg: 0]. 

|TID:2098462656|-->[Chain1-Sensor1.exe:120(100us)]-->[Start@1726474657231094525-End@1726474657393017691-Cost:161923166(ns) and Published msg: 0]. 

|TID:1601533696|-->[Chain3-Transfer2.exe:340(100us)]-->[Start@1726474657388134986-End@1726474657430624970-Cost:42489984(ns) and Route msg: 0]. 

|TID:1601533696|-->[Chain1-Transfer2.exe:240(100us)]-->[Start@1726474657430977933-End@1726474657458976329-Cost:27998396(ns) and Route msg: 0]. 

|TID:1601533696|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726474657459348636-End@1726474657488713187-Cost:29364551(ns) and Route msg: 1]. 

|TID:2098462656|-->[Chain1-Sensor1.exe:120(100us)]-->[Start@1726474657393972748-End@1726474657534500111-Cost:140527363(ns) and Published msg: 1]. 

|TID:1601533696|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726474657489091981-End@1726474657555472488-Cost:66380507(ns) and Received msg: 0]. 

|TID:2098462656|-->[Chain4-Sensor1.exe:200(100us)]-->[Start@1726474657535638466-End@1726474657555758465-Cost:20119999(ns) and Published msg: 0]. 

|TID:2098462656|-->[Chain1-Command3.exe:360(100us)]-->[Start@1726474657555970829-End@1726474657626600328-Cost:70629499(ns) and Received msg: 0]. 

|TID:1601533696|-->[Chain1-Transfer2.exe:240(100us)]-->[Start@1726474657555750012-End@1726474657627112159-Cost:71362147(ns) and Route msg: 1]. 

|TID:2098462656|-->[Chain1-Sensor1.exe:120(100us)]-->[Start@1726474657647872883-End@1726474657661162205-Cost:13289322(ns) and Published msg: 2]. 

|TID:1601533696|-->[Chain3-Command3.exe:510(100us)]-->[Start@1726474657627513489-End@1726474657673804232-Cost:46290743(ns) and Received msg: 0]. 

|TID:2098462656|-->[Chain2-Sensor1.exe:150(100us)]-->[Start@1726474657661473222-End@1726474657679497884-Cost:18024662(ns) and Published msg: 2]. 

|TID:1601533696|-->[Chain3-Sensor1.exe:170(100us)]-->[Start@1726474657673952280-End@1726474657697524796-Cost:23572516(ns) and Published msg: 1]. 

|TID:2098462656|-->[Chain1-Command3.exe:360(100us)]-->[Start@1726474657679955239-End@1726474657703582589-Cost:23627350(ns) and Received msg: 1]. 

|TID:2098462656|-->[Chain4-Transfer2.exe:400(100us)]-->[Start@1726474657703858001-End@1726474657744383654-Cost:40525653(ns) and Route msg: 0]. 

|TID:1601533696|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726474657697938486-End@1726474657751205339-Cost:53266853(ns) and Received msg: 1]. 

|TID:2098462656|-->[Chain1-Transfer2.exe:240(100us)]-->[Start@1726474657745530255-End@1726474657769104765-Cost:23574510(ns) and Route msg: 2]. 

|TID:1601533696|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726474657751347672-End@1726474657789868767-Cost:38521095(ns) and Route msg: 2]. 

|TID:2098462656|-->[Chain3-Transfer2.exe:340(100us)]-->[Start@1726474657769594390-End@1726474657792110455-Cost:22516065(ns) and Route msg: 1]. 

|TID:1601533696|-->[Chain4-Command3.exe:600(100us)]-->[Start@1726474657790208022-End@1726474657838001706-Cost:47793684(ns) and Received msg: 0]. 

|TID:2098462656|-->[Chain1-Command3.exe:360(100us)]-->[Start@1726474657792948207-End@1726474657839958233-Cost:47010026(ns) and Received msg: 2]. 

|TID:1601533696|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726474657838342658-End@1726474657870416584-Cost:32073926(ns) and Received msg: 2]. 

|TID:1601533696|-->[Chain1-Sensor1.exe:120(100us)]-->[Start@1726474657871108255-End@1726474657891482543-Cost:20374288(ns) and Published msg: 3]. 

|TID:2098462656|-->[Chain3-Command3.exe:510(100us)]-->[Start@1726474657840416782-End@1726474657896171039-Cost:55754257(ns) and Received msg: 1]. 

|TID:2098462656|-->[Chain2-Sensor1.exe:150(100us)]-->[Start@1726474657897070945-End@1726474657909388318-Cost:12317373(ns) and Published msg: 3]. 

|TID:1601533696|-->[Chain3-Sensor1.exe:170(100us)]-->[Start@1726474657903258319-End@1726474657917622578-Cost:14364259(ns) and Published msg: 2]. 

|TID:2098462656|-->[Chain1-Transfer2.exe:240(100us)]-->[Start@1726474657909734128-End@1726474657933084819-Cost:23350691(ns) and Route msg: 3]. 

|TID:1601533696|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726474657918658870-End@1726474657952057843-Cost:33398973(ns) and Route msg: 3]. 

|TID:2098462656|-->[Chain3-Transfer2.exe:340(100us)]-->[Start@1726474657933624718-End@1726474657967050473-Cost:33425755(ns) and Route msg: 2]. 

|TID:1601533696|-->[Chain4-Sensor1.exe:200(100us)]-->[Start@1726474657952845383-End@1726474657973518331-Cost:20672948(ns) and Published msg: 1]. 

|TID:2098462656|-->[Chain1-Command3.exe:360(100us)]-->[Start@1726474657967472227-End@1726474658002562631-Cost:35090404(ns) and Received msg: 3]. 

|TID:1601533696|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726474657973961372-End@1726474658013923310-Cost:39961938(ns) and Received msg: 3]. 

|TID:2098462656|-->[Chain4-Transfer2.exe:400(100us)]-->[Start@1726474658008802111-End@1726474658047982210-Cost:39180099(ns) and Route msg: 1]. 

|TID:1601533696|-->[Chain3-Command3.exe:510(100us)]-->[Start@1726474658014280673-End@1726474658078062953-Cost:63782280(ns) and Received msg: 2]. 

|TID:2098462656|-->[Chain4-Command3.exe:600(100us)]-->[Start@1726474658049227033-End@1726474658109472057-Cost:60245024(ns) and Received msg: 1]. 

|TID:1601533696|-->[Chain1-Sensor1.exe:120(100us)]-->[Start@1726474658105479538-End@1726474658117190038-Cost:11710500(ns) and Published msg: 4]. 

|TID:2098462656|-->[Chain1-Transfer2.exe:240(100us)]-->[Start@1726474658117582702-End@1726474658139399008-Cost:21816306(ns) and Route msg: 4]. 

|TID:1601533696|-->[Chain1-Command3.exe:360(100us)]-->[Start@1726474658139705452-End@1726474658175357323-Cost:35651871(ns) and Received msg: 4]. 

|TID:2098462656|-->[Chain2-Sensor1.exe:150(100us)]-->[Start@1726474658196060243-End@1726474658210926743-Cost:14866500(ns) and Published msg: 4]. 

|TID:1601533696|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726474658211332148-End@1726474658240418069-Cost:29085921(ns) and Route msg: 4]. 

|TID:2098462656|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726474658240826468-End@1726474658284450832-Cost:43624364(ns) and Received msg: 4]. 

|TID:1601533696|-->[Chain3-Sensor1.exe:170(100us)]-->[Start@1726474658284742732-End@1726474658301464484-Cost:16721752(ns) and Published msg: 3]. 

|TID:1601533696|-->[Chain3-Transfer2.exe:340(100us)]-->[Start@1726474658302453504-End@1726474658335641998-Cost:33188494(ns) and Route msg: 3]. 

