Linux 5.10.216-tegra (neu-desktop) 	11/04/2024 	_aarch64_	(12 CPU)

08:05:03 PM   UID       PID   cswch/s nvcswch/s  Command
08:05:04 PM  1000     53550     33.00      0.00  two_node_pipeli
08:05:04 PM  1000     53549     43.00      0.00  two_node_pipeli
08:05:04 PM  1000     53556     40.00      0.00  two_node_pipeli
08:05:04 PM  1000     53545     42.00      0.00  two_node_pipeli
08:05:04 PM  1000     53546     33.00      0.00  two_node_pipeli
08:05:04 PM  1000     53553     30.00      0.00  two_node_pipeli
08:05:04 PM  1000     53552     32.00      0.00  two_node_pipeli
08:05:04 PM  1000     53547     39.00      0.00  two_node_pipeli
08:05:04 PM  1000     53532     50.00      0.00  two_node_pipeli
08:05:04 PM  1000     53543     49.00      0.00  two_node_pipeli
08:05:04 PM  1000     53544     55.00      0.00  two_node_pipeli
08:05:04 PM  1000     53554     35.00      0.00  two_node_pipeli
08:05:04 PM  1000     53555     41.00      0.00  two_node_pipeli
08:05:04 PM  1000     53542     54.00      0.00  two_node_pipeli
08:05:04 PM  1000     53551     36.00      0.00  two_node_pipeli
08:05:04 PM  1000     53548     29.00      0.00  two_node_pipeli

08:05:04 PM   UID       PID   cswch/s nvcswch/s  Command
08:05:05 PM  1000     53550     38.00      0.00  two_node_pipeli
08:05:05 PM  1000     53549     38.00      0.00  two_node_pipeli
08:05:05 PM  1000     53556     35.00      0.00  two_node_pipeli
08:05:05 PM  1000     53545     35.00      0.00  two_node_pipeli
08:05:05 PM  1000     53546     38.00      0.00  two_node_pipeli
08:05:05 PM  1000     53553     39.00      0.00  two_node_pipeli
08:05:05 PM  1000     53552     34.00      0.00  two_node_pipeli
08:05:05 PM  1000     53547     38.00      0.00  two_node_pipeli
08:05:05 PM  1000     53532     48.00      0.00  two_node_pipeli
08:05:05 PM  1000     53543     53.00      0.00  two_node_pipeli
08:05:05 PM  1000     53544     61.00      0.00  two_node_pipeli
08:05:05 PM  1000     53554     26.00      0.00  two_node_pipeli
08:05:05 PM  1000     53555     41.00      0.00  two_node_pipeli
08:05:05 PM  1000     53542     51.00      0.00  two_node_pipeli
08:05:05 PM  1000     53551     39.00      0.00  two_node_pipeli
08:05:05 PM  1000     53548     31.00      0.00  two_node_pipeli

08:05:05 PM   UID       PID   cswch/s nvcswch/s  Command
08:05:06 PM  1000     53550     34.00      0.00  two_node_pipeli
08:05:06 PM  1000     53549     31.00      0.00  two_node_pipeli
08:05:06 PM  1000     53556     32.00      0.00  two_node_pipeli
08:05:06 PM  1000     53545     37.00      0.00  two_node_pipeli
08:05:06 PM  1000     53546     35.00      0.00  two_node_pipeli
08:05:06 PM  1000     53553     31.00      0.00  two_node_pipeli
08:05:06 PM  1000     53552     42.00      0.00  two_node_pipeli
08:05:06 PM  1000     53547     35.00      0.00  two_node_pipeli
08:05:06 PM  1000     53532     60.00      0.00  two_node_pipeli
08:05:06 PM  1000     53543     52.00      0.00  two_node_pipeli
08:05:06 PM  1000     53544     53.00      0.00  two_node_pipeli
08:05:06 PM  1000     53554     44.00      0.00  two_node_pipeli
08:05:06 PM  1000     53555     38.00      0.00  two_node_pipeli
08:05:06 PM  1000     53542     53.00      0.00  two_node_pipeli
08:05:06 PM  1000     53551     37.00      0.00  two_node_pipeli
08:05:06 PM  1000     53548     45.00      0.00  two_node_pipeli

08:05:06 PM   UID       PID   cswch/s nvcswch/s  Command
08:05:07 PM  1000     53550     38.00      0.00  two_node_pipeli
08:05:07 PM  1000     53549     36.00      0.00  two_node_pipeli
08:05:07 PM  1000     53556     37.00      0.00  two_node_pipeli
08:05:07 PM  1000     53545     37.00      0.00  two_node_pipeli
08:05:07 PM  1000     53546     36.00      0.00  two_node_pipeli
08:05:07 PM  1000     53553     38.00      0.00  two_node_pipeli
08:05:07 PM  1000     53552     40.00      0.00  two_node_pipeli
08:05:07 PM  1000     53547     39.00      0.00  two_node_pipeli
08:05:07 PM  1000     53532     63.00      0.00  two_node_pipeli
08:05:07 PM  1000     53543     56.00      0.00  two_node_pipeli
08:05:07 PM  1000     53544     52.00      0.00  two_node_pipeli
08:05:07 PM  1000     53554     36.00      0.00  two_node_pipeli
08:05:07 PM  1000     53555     29.00      0.00  two_node_pipeli
