|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 10117996. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462714571882815-End@1726462714697057118-Cost:125174303(ns) and Published msg: 0]. 

|TID:1132455680|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462714697332451-End@1726462714757884244-Cost:60551793(ns) and Route msg: 0]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462714758349328-End@1726462714866390844-Cost:108041516(ns) and Published msg: 1]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462714732502364-End@1726462714880043942-Cost:147541578(ns) and Published msg: 0]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462714871180641-End@1726462714927868374-Cost:56687733(ns) and Received msg: 0]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462714880771299-End@1726462714970224810-Cost:89453511(ns) and Route msg: 1]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462714928078258-End@1726462715006217543-Cost:78139285(ns) and Route msg: 0]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462714976475486-End@1726462715011108409-Cost:34632923(ns) and Received msg: 1]. 

|TID:1453764544|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462715014130894-End@1726462715053992451-Cost:39861557(ns) and Received msg: 0]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462715006543170-End@1726462715135588201-Cost:129045031(ns) and Published msg: 1]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462715054332624-End@1726462715170311575-Cost:115978951(ns) and Published msg: 2]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462715143117735-End@1726462715202027147-Cost:58909412(ns) and Route msg: 1]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462715178883936-End@1726462715215425793-Cost:36541857(ns) and Route msg: 2]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462715202478187-End@1726462715227625219-Cost:25147032(ns) and Received msg: 1]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462715215910979-End@1726462715233404246-Cost:17493267(ns) and Received msg: 2]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462715349063825-End@1726462715415083886-Cost:66020061(ns) and Published msg: 3]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462715304126249-End@1726462715435341702-Cost:131215453(ns) and Published msg: 2]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462715420420269-End@1726462715495662568-Cost:75242299(ns) and Route msg: 3]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462715435775347-End@1726462715509498927-Cost:73723580(ns) and Route msg: 2]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462715509821277-End@1726462715533947461-Cost:24126184(ns) and Received msg: 2]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462715496034008-End@1726462715538892489-Cost:42858481(ns) and Received msg: 3]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462715622788748-End@1726462715708007410-Cost:85218662(ns) and Published msg: 3]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462715646443282-End@1726462715818659053-Cost:172215771(ns) and Published msg: 4]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462715713264594-End@1726462715876564597-Cost:163300003(ns) and Route msg: 3]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462715877227488-End@1726462715928524305-Cost:51296817(ns) and Received msg: 3]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462715861927722-End@1726462715980046042-Cost:118118320(ns) and Route msg: 4]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462715928923081-End@1726462716060969932-Cost:132046851(ns) and Published msg: 4]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462716072242554-End@1726462716098681526-Cost:26438972(ns) and Received msg: 4]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462715980518206-End@1726462716116930987-Cost:136412781(ns) and Published msg: 5]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462716102513432-End@1726462716173296989-Cost:70783557(ns) and Route msg: 4]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462716121150438-End@1726462716190252958-Cost:69102520(ns) and Route msg: 5]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462716173838110-End@1726462716206873021-Cost:33034911(ns) and Received msg: 4]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462716190721045-End@1726462716246263192-Cost:55542147(ns) and Received msg: 5]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462716207216519-End@1726462716443660844-Cost:236444325(ns) and Published msg: 5]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462716246637116-End@1726462716479466008-Cost:232828892(ns) and Published msg: 6]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462716444233313-End@1726462716569488559-Cost:125255246(ns) and Route msg: 5]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462716480007268-End@1726462716608482381-Cost:128475113(ns) and Route msg: 6]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462716569968115-End@1726462716811935636-Cost:241967521(ns) and Published msg: 7]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462716608680271-End@1726462716818940963-Cost:210260692(ns) and Published msg: 6]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462716812234528-End@1726462716895139045-Cost:82904517(ns) and Received msg: 5]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462716819389699-End@1726462716997537750-Cost:178148051(ns) and Published msg: 7]. 

|TID:1132455680|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462716895327577-End@1726462717036387398-Cost:141059821(ns) and Route msg: 7]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462716997842237-End@1726462717099096691-Cost:101254454(ns) and Received msg: 6]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462717036627680-End@1726462717102655023-Cost:66027343(ns) and Route msg: 6]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462717108993686-End@1726462717171607120-Cost:62613434(ns) and Received msg: 7]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462717103136249-End@1726462717248801916-Cost:145665667(ns) and Published msg: 8]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462717266155123-End@1726462717311364987-Cost:45209864(ns) and Received msg: 6]. 

|TID:1453764544|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462717171801646-End@1726462717323106168-Cost:151304522(ns) and Route msg: 7]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462717311764554-End@1726462717442407363-Cost:130642809(ns) and Published msg: 9]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462717323249481-End@1726462717515779169-Cost:192529688(ns) and Published msg: 8]. 

|TID:1132455680|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462717448052692-End@1726462717559731223-Cost:111678531(ns) and Route msg: 8]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462717556409290-End@1726462717713486722-Cost:157077432(ns) and Published msg: 10]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462717559837682-End@1726462717760258096-Cost:200420414(ns) and Published msg: 9]. 

|TID:1453764544|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462717736855193-End@1726462717827596355-Cost:90741162(ns) and Route msg: 8]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462717765737407-End@1726462717851407304-Cost:85669897(ns) and Received msg: 7]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462717828022461-End@1726462717920811473-Cost:92789012(ns) and Published msg: 11]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462717851504128-End@1726462718018129421-Cost:166625293(ns) and Published msg: 10]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462717948855102-End@1726462718058579795-Cost:109724693(ns) and Route msg: 9]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462718018680500-End@1726462718085769540-Cost:67089040(ns) and Received msg: 8]. 

|TID:1453764544|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462718058798966-End@1726462718137414551-Cost:78615585(ns) and Route msg: 9]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462718086145544-End@1726462718252797211-Cost:166651667(ns) and Published msg: 12]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462718137572709-End@1726462718327005438-Cost:189432729(ns) and Published msg: 11]. 

|TID:1132455680|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462718253075474-End@1726462718380342787-Cost:127267313(ns) and Route msg: 10]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462718332571955-End@1726462718391596711-Cost:59024756(ns) and Received msg: 9]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462718380752790-End@1726462718440925954-Cost:60173164(ns) and Received msg: 8]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462718391958646-End@1726462718513389695-Cost:121431049(ns) and Published msg: 13]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462718540834660-End@1726462718626171009-Cost:85336349(ns) and Route msg: 11]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462718441038935-End@1726462718638200929-Cost:197161994(ns) and Published msg: 12]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462718626401168-End@1726462718673871519-Cost:47470351(ns) and Received msg: 10]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462718638429055-End@1726462718786466153-Cost:148037098(ns) and Route msg: 10]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462718674247303-End@1726462718884859490-Cost:210612187(ns) and Published msg: 14]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462718786657802-End@1726462718960343807-Cost:173686005(ns) and Published msg: 13]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462718885140284-End@1726462719006747999-Cost:121607715(ns) and Route msg: 12]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462718963896599-End@1726462719028616282-Cost:64719683(ns) and Received msg: 11]. 

|TID:1453764544|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462719006964184-End@1726462719038160309-Cost:31196125(ns) and Received msg: 9]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462719038241813-End@1726462719136284964-Cost:98043151(ns) and Published msg: 14]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462719035288753-End@1726462719227665856-Cost:192377103(ns) and Published msg: 15]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462719158326396-End@1726462719269268666-Cost:110942270(ns) and Route msg: 13]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462719230773772-End@1726462719289030363-Cost:58256591(ns) and Received msg: 12]. 

|TID:1453764544|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462719269480057-End@1726462719356236459-Cost:86756402(ns) and Route msg: 11]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462719290846706-End@1726462719473392617-Cost:182545911(ns) and Published msg: 16]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462719356387002-End@1726462719532771959-Cost:176384957(ns) and Published msg: 15]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462719538239704-End@1726462719577580677-Cost:39340973(ns) and Received msg: 13]. 

|TID:1132455680|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462719477182750-End@1726462719611830652-Cost:134647902(ns) and Route msg: 14]. 

|TID:1453764544|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462719577761701-End@1726462719627520158-Cost:49758457(ns) and Received msg: 10]. 

|TID:1453764544|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462719627600236-End@1726462719802826536-Cost:175226300(ns) and Published msg: 16]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462719612342566-End@1726462719838159091-Cost:225816525(ns) and Published msg: 17]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462719868378657-End@1726462719904445873-Cost:36067216(ns) and Received msg: 14]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462719812029845-End@1726462719937476007-Cost:125446162(ns) and Route msg: 15]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462719904594789-End@1726462720037876772-Cost:133281983(ns) and Route msg: 12]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462719937898943-End@1726462720138852678-Cost:200953735(ns) and Published msg: 18]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462720038056031-End@1726462720201045678-Cost:162989647(ns) and Published msg: 17]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462720206588835-End@1726462720238995432-Cost:32406597(ns) and Received msg: 15]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462720139145853-End@1726462720248647392-Cost:109501539(ns) and Route msg: 16]. 

|TID:1132455680|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462720239150303-End@1726462720275093653-Cost:35943350(ns) and Received msg: 11]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462720275168524-End@1726462720349919293-Cost:74750769(ns) and Published msg: 18]. 

|TID:1132455680|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462720355635262-End@1726462720385785514-Cost:30150252(ns) and Route msg: 17]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462720386084638-End@1726462720400661934-Cost:14577296(ns) and Received msg: 16]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462720255341277-End@1726462720451320220-Cost:195978943(ns) and Published msg: 19]. 

|TID:1132455680|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462720400798100-End@1726462720487825696-Cost:87027596(ns) and Route msg: 13]. 

|TID:1453764544|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462720459884149-End@1726462720564981698-Cost:105097549(ns) and Published msg: 20]. 

|TID:1132455680|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462720502687076-End@1726462720613639230-Cost:110952154(ns) and Published msg: 19]. 

|TID:1453764544|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462720580936402-End@1726462720660046451-Cost:79110049(ns) and Route msg: 18]. 

|TID:1132455680|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462720620803181-End@1726462720660424975-Cost:39621794(ns) and Received msg: 17]. 

|TID:1453764544|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462720660591154-End@1726462720735828833-Cost:75237679(ns) and Received msg: 12]. 

|TID:1453764544|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462720736094562-End@1726462720775942139-Cost:39847577(ns) and Received msg: 18]. 

|TID:1132455680|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462720677619704-End@1726462720776062412-Cost:98442708(ns) and Route msg: 19]. 

|TID:1453764544|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462720776193148-End@1726462720870998721-Cost:94805573(ns) and Route msg: 14]. 

|TID:1132455680|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462720787026964-End@1726462720918863624-Cost:131836660(ns) and Published msg: 21]. 

