|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9920124. 

|TID:1630433216|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462466086151912-End@1726462466160637031-Cost:74485119(ns) and Published msg: 0]. 

|TID:1515566848|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462466161000712-End@1726462466277223075-Cost:116222363(ns) and Route msg: 0]. 

|TID:1515566848|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462466277686751-End@1726462466338457430-Cost:60770679(ns) and Received msg: 0]. 

|TID:1630433216|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462466211737614-End@1726462466345322468-Cost:133584854(ns) and Published msg: 0]. 

|TID:1630433216|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462466362951961-End@1726462466483957467-Cost:121005506(ns) and Route msg: 0]. 

|TID:1630433216|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462466490855897-End@1726462466524438828-Cost:33582931(ns) and Received msg: 0]. 

|TID:1515566848|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462466338837804-End@1726462466525088934-Cost:186251130(ns) and Published msg: 1]. 

|TID:1515566848|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726462466545821148-End@1726462466665958926-Cost:120137778(ns) and Route msg: 1]. 

|TID:1630433216|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726462466530191714-End@1726462466709761788-Cost:179570074(ns) and Published msg: 1]. 

|TID:1630433216|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726462466714938564-End@1726462466749901135-Cost:34962571(ns) and Received msg: 1]. 

|TID:1630433216|-->[Chain2-Transfer2.exe:300(100us)]-->[Start@1726462466750455325-End@1726462466806749971-Cost:56294646(ns) and Route msg: 1]. 

|TID:1630433216|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726462466807333427-End@1726462466834236913-Cost:26903486(ns) and Received msg: 1]. 

|TID:1515566848|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726462466666423034-End@1726462466882248349-Cost:215825315(ns) and Published msg: 2]. 

