|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9801539. 
Chain 1 : 100ms | 10	10	10
Chain 2 : 150ms | 15	15	15
Chain 3 : 200ms | 20	20	20
Chain 4 : 250ms | 25	25	25

|TID:87961536|-->[Chain1-Sensor1.exe:100(100us)]-->[Start@1726491118337625374-End@1726491118352540064-Cost:14914690(ns) and Published msg: 0]. 

|TID:4270700288|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726491118353009675-End@1726491118374119529-Cost:21109854(ns) and Route msg: 0]. 

|TID:87961536|-->[Chain1-Command3.exe:100(100us)]-->[Start@1726491118374518408-End@1726491118398017903-Cost:23499495(ns) and Received msg: 0]. 

|TID:4270700288|-->[Chain2-Sensor1.exe:150(100us)]-->[Start@1726491118379769522-End@1726491118411017744-Cost:31248222(ns) and Published msg: 0]. 

|TID:87961536|-->[Chain1-Sensor1.exe:100(100us)]-->[Start@1726491118398521911-End@1726491118423491206-Cost:24969295(ns) and Published msg: 1]. 

|TID:4270700288|-->[Chain2-Transfer2.exe:150(100us)]-->[Start@1726491118416992462-End@1726491118442076623-Cost:25084161(ns) and Route msg: 0]. 

|TID:87961536|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726491118424104003-End@1726491118443863334-Cost:19759331(ns) and Route msg: 1]. 

|TID:87961536|-->[Chain1-Command3.exe:100(100us)]-->[Start@1726491118447896760-End@1726491118464022177-Cost:16125417(ns) and Received msg: 1]. 

|TID:4270700288|-->[Chain2-Command3.exe:150(100us)]-->[Start@1726491118444289709-End@1726491118472618211-Cost:28328502(ns) and Received msg: 0]. 

|TID:4270700288|-->[Chain1-Sensor1.exe:100(100us)]-->[Start@1726491118487182339-End@1726491118502419155-Cost:15236816(ns) and Published msg: 2]. 

|TID:87961536|-->[Chain3-Sensor1.exe:200(100us)]-->[Start@1726491118467219880-End@1726491118507790926-Cost:40571046(ns) and Published msg: 0]. 

|TID:4270700288|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726491118508476647-End@1726491118530727317-Cost:22250670(ns) and Route msg: 2]. 

|TID:87961536|-->[Chain3-Transfer2.exe:200(100us)]-->[Start@1726491118513756065-End@1726491118566692107-Cost:52936042(ns) and Route msg: 0]. 

|TID:4270700288|-->[Chain2-Sensor1.exe:150(100us)]-->[Start@1726491118531214069-End@1726491118570250608-Cost:39036539(ns) and Published msg: 1]. 

