Linux 5.15.0-121-generic (NEU) 	09/16/2024 	_x86_64_	(16 CPU)

03:43:53 PM   UID       PID   cswch/s nvcswch/s  Command
03:43:54 PM  1000      6765     68.00     52.00  two_node_pipeli
03:43:55 PM  1000      6765     75.00     41.00  two_node_pipeli
03:43:56 PM  1000      6765     68.00     81.00  two_node_pipeli
03:43:57 PM  1000      6765     67.00     46.00  two_node_pipeli
03:43:58 PM  1000      6765     76.00     50.00  two_node_pipeli
03:43:59 PM  1000      6765     75.00     62.00  two_node_pipeli
03:44:00 PM  1000      6765     67.00     67.00  two_node_pipeli
03:44:01 PM  1000      6765     67.00     58.00  two_node_pipeli
03:44:02 PM  1000      6765     72.00     69.00  two_node_pipeli
03:44:03 PM  1000      6765     68.00     58.00  two_node_pipeli
03:44:04 PM  1000      6765     79.00     47.00  two_node_pipeli
03:44:05 PM  1000      6765     75.00     55.00  two_node_pipeli
03:44:06 PM  1000      6765     69.00     49.00  two_node_pipeli
03:44:07 PM  1000      6765     74.00     52.00  two_node_pipeli
03:44:08 PM  1000      6765     78.00     57.00  two_node_pipeli
03:44:09 PM  1000      6765     77.00     48.00  two_node_pipeli
03:44:10 PM  1000      6765     67.00     72.00  two_node_pipeli
03:44:11 PM  1000      6765     76.00     57.00  two_node_pipeli
03:44:12 PM  1000      6765     71.00     60.00  two_node_pipeli
03:44:13 PM  1000      6765     71.00     55.00  two_node_pipeli
03:44:14 PM  1000      6765     78.00     53.00  two_node_pipeli
03:44:15 PM  1000      6765     69.00     55.00  two_node_pipeli
03:44:16 PM  1000      6765     75.00     51.00  two_node_pipeli
03:44:17 PM  1000      6765     81.00     65.00  two_node_pipeli
03:44:18 PM  1000      6765     73.00     53.00  two_node_pipeli
03:44:19 PM  1000      6765     73.00     34.00  two_node_pipeli
03:44:20 PM  1000      6765     81.00     57.00  two_node_pipeli
03:44:21 PM  1000      6765     72.00     73.00  two_node_pipeli
03:44:22 PM  1000      6765     73.00     54.00  two_node_pipeli
03:44:23 PM  1000      6765     74.00     60.00  two_node_pipeli
03:44:24 PM  1000      6765     76.00     70.00  two_node_pipeli
03:44:25 PM  1000      6765     77.00     55.00  two_node_pipeli
03:44:26 PM  1000      6765     76.00     45.00  two_node_pipeli
03:44:27 PM  1000      6765     77.00     57.00  two_node_pipeli
03:44:28 PM  1000      6765     75.00     70.00  two_node_pipeli
03:44:29 PM  1000      6765     76.00     53.00  two_node_pipeli
03:44:30 PM  1000      6765     71.00     57.00  two_node_pipeli
03:44:31 PM  1000      6765     69.00     59.00  two_node_pipeli
