Linux 5.15.0-121-generic (NEU) 	09/16/2024 	_x86_64_	(16 CPU)

09:12:55 PM   UID       PID   cswch/s nvcswch/s  Command
09:12:56 PM  1000      5852     53.00     39.00  two_node_pipeli
09:12:57 PM  1000      5852     54.00     35.00  two_node_pipeli
09:12:58 PM  1000      5852     62.00     51.00  two_node_pipeli
09:12:59 PM  1000      5852     53.00     24.00  two_node_pipeli
09:13:00 PM  1000      5852     61.00     52.00  two_node_pipeli
09:13:01 PM  1000      5852     56.00     19.00  two_node_pipeli
09:13:02 PM  1000      5852     51.00     71.00  two_node_pipeli
09:13:03 PM  1000      5852     54.00     32.00  two_node_pipeli
09:13:04 PM  1000      5852     56.00     44.00  two_node_pipeli
09:13:05 PM  1000      5852     50.00     79.00  two_node_pipeli
09:13:06 PM  1000      5852     57.00     26.00  two_node_pipeli
09:13:07 PM  1000      5852     58.00     43.00  two_node_pipeli
09:13:08 PM  1000      5852     55.00     85.00  two_node_pipeli
09:13:09 PM  1000      5852     61.00     51.00  two_node_pipeli
09:13:10 PM  1000      5852     57.00     42.00  two_node_pipeli
09:13:11 PM  1000      5852     47.00     35.00  two_node_pipeli
09:13:12 PM  1000      5852     61.00     32.00  two_node_pipeli
09:13:13 PM  1000      5852     57.00     30.00  two_node_pipeli
09:13:14 PM  1000      5852     52.00     44.00  two_node_pipeli
09:13:15 PM  1000      5852     42.00     32.00  two_node_pipeli
09:13:16 PM  1000      5852     65.00     46.00  two_node_pipeli
09:13:17 PM  1000      5852     54.00     64.00  two_node_pipeli
09:13:18 PM  1000      5852     61.00     34.00  two_node_pipeli
09:13:19 PM  1000      5852     59.00     39.00  two_node_pipeli
09:13:20 PM  1000      5852     49.00     40.00  two_node_pipeli
09:13:21 PM  1000      5852     62.00     35.00  two_node_pipeli
09:13:22 PM  1000      5852     62.00     51.00  two_node_pipeli
09:13:23 PM  1000      5852     50.00     92.00  two_node_pipeli
09:13:24 PM  1000      5852     60.00     32.00  two_node_pipeli
09:13:25 PM  1000      5852     57.00     30.00  two_node_pipeli
09:13:26 PM  1000      5852     51.00     54.00  two_node_pipeli
09:13:27 PM  1000      5852     53.00     34.00  two_node_pipeli
09:13:28 PM  1000      5852     62.00     33.00  two_node_pipeli
09:13:29 PM  1000      5852     44.00     58.00  two_node_pipeli
09:13:30 PM  1000      5852     54.00     34.00  two_node_pipeli
09:13:31 PM  1000      5852     56.00     43.00  two_node_pipeli
09:13:32 PM  1000      5852     51.00     59.00  two_node_pipeli
09:13:33 PM  1000      5852     60.00     34.00  two_node_pipeli
09:13:34 PM  1000      5852     66.00     29.00  two_node_pipeli
09:13:35 PM  1000      5852     45.00     36.00  two_node_pipeli
09:13:36 PM  1000      5852     60.00     42.00  two_node_pipeli
09:13:37 PM  1000      5852     59.00     40.00  two_node_pipeli
09:13:38 PM  1000      5852     54.00     48.00  two_node_pipeli
