|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9886601. 
Chain 1 : 100ms | 15	10	5
Chain 2 : 150ms | 21	14	7

|TID:3591512000|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492124523269742-End@1726492124545328334-Cost:22058592(ns) and Published msg: 0]. 

|TID:3262125824|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492124545866549-End@1726492124568149687-Cost:22283138(ns) and Route msg: 0]. 

|TID:3591512000|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492124568375909-End@1726492124573422586-Cost:5046677(ns) and Received msg: 0]. 

|TID:3591512000|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492124608208185-End@1726492124638011741-Cost:29803556(ns) and Published msg: 1]. 

|TID:3262125824|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492124624257951-End@1726492124652254302-Cost:27996351(ns) and Published msg: 0]. 

|TID:3591512000|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492124638416990-End@1726492124657064734-Cost:18647744(ns) and Route msg: 1]. 

|TID:3591512000|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492124657255644-End@1726492124667399452-Cost:10143808(ns) and Received msg: 1]. 

|TID:3262125824|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492124652594527-End@1726492124679150965-Cost:26556438(ns) and Route msg: 0]. 

|TID:3591512000|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492124679461367-End@1726492124686574490-Cost:7113123(ns) and Received msg: 0]. 

|TID:3262125824|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492124708174264-End@1726492124723119277-Cost:14945013(ns) and Published msg: 2]. 

|TID:3591512000|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492124723402071-End@1726492124733482740-Cost:10080669(ns) and Route msg: 2]. 

|TID:3262125824|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492124733615954-End@1726492124739064996-Cost:5449042(ns) and Received msg: 2]. 

|TID:3591512000|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492124774483080-End@1726492124798766036-Cost:24282956(ns) and Published msg: 1]. 

|TID:3262125824|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492124799122355-End@1726492124827095017-Cost:27972662(ns) and Route msg: 1]. 

|TID:3591512000|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492124808067279-End@1726492124833209732-Cost:25142453(ns) and Published msg: 3]. 

|TID:3262125824|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492124827326706-End@1726492124839358613-Cost:12031907(ns) and Received msg: 1]. 

|TID:3591512000|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492124833533586-End@1726492124846165971-Cost:12632385(ns) and Route msg: 3]. 

|TID:3262125824|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492124846265854-End@1726492124851258952-Cost:4993098(ns) and Received msg: 3]. 

|TID:3591512000|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492124908263350-End@1726492124923498570-Cost:15235220(ns) and Published msg: 4]. 

|TID:3262125824|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492124927744703-End@1726492124948007242-Cost:20262539(ns) and Route msg: 4]. 

|TID:3262125824|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492124948336256-End@1726492124958442245-Cost:10105989(ns) and Received msg: 4]. 

|TID:3591512000|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492124924316780-End@1726492124961382308-Cost:37065528(ns) and Published msg: 2]. 

|TID:3591512000|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492124961870206-End@1726492124976100105-Cost:14229899(ns) and Route msg: 2]. 

|TID:3262125824|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492124976362561-End@1726492124984551404-Cost:8188843(ns) and Received msg: 2]. 

|TID:3591512000|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492125008154892-End@1726492125023818321-Cost:15663429(ns) and Published msg: 5]. 

|TID:3591512000|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492125024355847-End@1726492125034582257-Cost:10226410(ns) and Route msg: 5]. 

|TID:3262125824|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492125034811563-End@1726492125039889865-Cost:5078302(ns) and Received msg: 5]. 

|TID:3591512000|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492125083603379-End@1726492125120600811-Cost:36997432(ns) and Published msg: 3]. 

|TID:3591512000|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492125121169493-End@1726492125135358864-Cost:14189371(ns) and Route msg: 3]. 

|TID:3591512000|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492125135596695-End@1726492125142654569-Cost:7057874(ns) and Received msg: 3]. 

|TID:3262125824|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492125108233878-End@1726492125144329022-Cost:36095144(ns) and Published msg: 6]. 

