|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9855168. 
Chain 1 : 100ms | 15	10	5
Chain 2 : 150ms | 21	14	7

|TID:381052672|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492371488640210-End@1726492371504070373-Cost:15430163(ns) and Published msg: 0]. 

|TID:711434176|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492371504482980-End@1726492371519611706-Cost:15128726(ns) and Route msg: 0]. 

|TID:711434176|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492371519983451-End@1726492371529773324-Cost:9789873(ns) and Received msg: 0]. 

|TID:711434176|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492371588631657-End@1726492371603300345-Cost:14668688(ns) and Published msg: 1]. 

|TID:381052672|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492371585787533-End@1726492371616972509-Cost:31184976(ns) and Published msg: 0]. 

|TID:711434176|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492371603762973-End@1726492371622648645-Cost:18885672(ns) and Route msg: 1]. 

|TID:711434176|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492371623018084-End@1726492371628499241-Cost:5481157(ns) and Received msg: 1]. 

|TID:381052672|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492371617748647-End@1726492371635189610-Cost:17440963(ns) and Route msg: 0]. 

|TID:711434176|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492371635499507-End@1726492371642304780-Cost:6805273(ns) and Received msg: 0]. 

|TID:381052672|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492371688969675-End@1726492371703835376-Cost:14865701(ns) and Published msg: 2]. 

|TID:381052672|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492371704220860-End@1726492371711146783-Cost:6925923(ns) and Route msg: 2]. 

|TID:711434176|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492371711350996-End@1726492371719640925-Cost:8289929(ns) and Received msg: 2]. 

|TID:381052672|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492371735649965-End@1726492371756315237-Cost:20665272(ns) and Published msg: 1]. 

|TID:711434176|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492371756460471-End@1726492371765676266-Cost:9215795(ns) and Route msg: 1]. 

|TID:711434176|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492371765897803-End@1726492371772737801-Cost:6839998(ns) and Received msg: 1]. 

|TID:711434176|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492371788662859-End@1726492371803722689-Cost:15059830(ns) and Published msg: 3]. 

|TID:381052672|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492371803860668-End@1726492371810527132-Cost:6666464(ns) and Route msg: 3]. 

|TID:381052672|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492371810759498-End@1726492371815710636-Cost:4951138(ns) and Received msg: 3]. 

|TID:711434176|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492371894697901-End@1726492371912048737-Cost:17350836(ns) and Published msg: 4]. 

|TID:381052672|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492371885762559-End@1726492371922112338-Cost:36349779(ns) and Published msg: 2]. 

|TID:711434176|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492371922389641-End@1726492371939598302-Cost:17208661(ns) and Route msg: 4]. 

|TID:711434176|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492371939820670-End@1726492371944769986-Cost:4949316(ns) and Received msg: 4]. 

|TID:381052672|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492371925737155-End@1726492371945023376-Cost:19286221(ns) and Route msg: 2]. 

|TID:711434176|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492371945131755-End@1726492371952073878-Cost:6942123(ns) and Received msg: 2]. 

|TID:711434176|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492371988774496-End@1726492372003652817-Cost:14878321(ns) and Published msg: 5]. 

|TID:381052672|-->[Chain1-Transfer2.exe:100(100us)]-->[Start@1726492372003787430-End@1726492372010414275-Cost:6626845(ns) and Route msg: 5]. 

|TID:381052672|-->[Chain1-Command3.exe:50(100us)]-->[Start@1726492372010594152-End@1726492372015621029-Cost:5026877(ns) and Received msg: 5]. 

|TID:381052672|-->[Chain2-Sensor1.exe:210(100us)]-->[Start@1726492372035711493-End@1726492372056796440-Cost:21084947(ns) and Published msg: 3]. 

|TID:711434176|-->[Chain2-Transfer2.exe:140(100us)]-->[Start@1726492372056945949-End@1726492372062524460-Cost:5578511(ns) and Route msg: 3]. 

|TID:381052672|-->[Chain2-Command3.exe:70(100us)]-->[Start@1726492372063001574-End@1726492372070023381-Cost:7021807(ns) and Received msg: 3]. 

|TID:711434176|-->[Chain1-Sensor1.exe:150(100us)]-->[Start@1726492372088662073-End@1726492372103430824-Cost:14768751(ns) and Published msg: 6]. 

