Linux 5.10.216-tegra (neu-desktop) 	11/05/2024 	_aarch64_	(12 CPU)

05:05:32 PM   UID       PID   cswch/s nvcswch/s  Command
05:05:33 PM  1000     10317     52.00      0.00  two_node_pipeli
05:05:33 PM  1000     10321     43.00      0.00  two_node_pipeli
05:05:33 PM  1000     10309     60.00      0.00  two_node_pipeli
05:05:33 PM  1000     10318     44.00      0.00  two_node_pipeli
05:05:33 PM  1000     10327     49.00      0.00  two_node_pipeli
05:05:33 PM  1000     10322     47.00      0.00  two_node_pipeli
05:05:33 PM  1000     10314     46.00      0.00  two_node_pipeli
05:05:33 PM  1000     10313     53.00      0.00  two_node_pipeli
05:05:33 PM  1000     10299     73.00      0.00  two_node_pipeli
05:05:33 PM  1000     10312     46.00      0.00  two_node_pipeli
05:05:33 PM  1000     10310     61.00      0.00  two_node_pipeli
05:05:33 PM  1000     10319     48.00      0.00  two_node_pipeli
05:05:33 PM  1000     10311     67.00      0.00  two_node_pipeli
05:05:33 PM  1000     10320     49.00      0.00  two_node_pipeli
05:05:33 PM  1000     10315     45.00      0.00  two_node_pipeli
05:05:33 PM  1000     10316     46.00      0.00  two_node_pipeli

05:05:33 PM   UID       PID   cswch/s nvcswch/s  Command
05:05:34 PM  1000     10317     46.00      0.00  two_node_pipeli
05:05:34 PM  1000     10321     51.00      0.00  two_node_pipeli
05:05:34 PM  1000     10309     61.00      0.00  two_node_pipeli
05:05:34 PM  1000     10318     50.00      0.00  two_node_pipeli
05:05:34 PM  1000     10327     45.00      0.00  two_node_pipeli
05:05:34 PM  1000     10322     46.00      0.00  two_node_pipeli
05:05:34 PM  1000     10314     45.00      0.00  two_node_pipeli
05:05:34 PM  1000     10313     45.00      0.00  two_node_pipeli
05:05:34 PM  1000     10299     72.00      0.00  two_node_pipeli
05:05:34 PM  1000     10312     47.00      0.00  two_node_pipeli
05:05:34 PM  1000     10310     59.00      0.00  two_node_pipeli
05:05:34 PM  1000     10319     46.00      0.00  two_node_pipeli
05:05:34 PM  1000     10311     61.00      0.00  two_node_pipeli
05:05:34 PM  1000     10320     43.00      0.00  two_node_pipeli
05:05:34 PM  1000     10315     48.00      0.00  two_node_pipeli
05:05:34 PM  1000     10316     45.00      0.00  two_node_pipeli

05:05:34 PM   UID       PID   cswch/s nvcswch/s  Command
05:05:35 PM  1000     10317     50.00      0.00  two_node_pipeli
05:05:35 PM  1000     10321     44.00      0.00  two_node_pipeli
05:05:35 PM  1000     10309     65.00      0.00  two_node_pipeli
05:05:35 PM  1000     10318     49.00      0.00  two_node_pipeli
05:05:35 PM  1000     10327     51.00      0.00  two_node_pipeli
05:05:35 PM  1000     10322     49.00      0.00  two_node_pipeli
05:05:35 PM  1000     10314     46.00      0.00  two_node_pipeli
05:05:35 PM  1000     10313     49.00      1.00  two_node_pipeli
05:05:35 PM  1000     10299     62.00      0.00  two_node_pipeli
05:05:35 PM  1000     10312     47.00      0.00  two_node_pipeli
05:05:35 PM  1000     10310     66.00      0.00  two_node_pipeli
05:05:35 PM  1000     10319     43.00      0.00  two_node_pipeli
05:05:35 PM  1000     10311     62.00      0.00  two_node_pipeli
05:05:35 PM  1000     10320     46.00      0.00  two_node_pipeli
05:05:35 PM  1000     10315     45.00      0.00  two_node_pipeli
