|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 17747828. 
Timer_missed : 1
Timer_missed : 2

|TID:109188864|-->[Chain2-Sensor1.exe:100(100us)]-->[Start@1726463211592203339-End@1726463211615281690-Cost:23078351(ns) and Published msg: 0]. 
Timer_missed : 3

|TID:430657472|-->[Chain1-Sensor1.exe:100(100us)]-->[Start@1726463211592056270-End@1726463211634113147-Cost:42056877(ns) and Published msg: 0]. 

|TID:109188864|-->[Chain3-Sensor1.exe:100(100us)]-->[Start@1726463211615499135-End@1726463211672346378-Cost:56847243(ns) and Published msg: 0]. 

|TID:430657472|-->[Chain4-Sensor1.exe:100(100us)]-->[Start@1726463211668074822-End@1726463211692592139-Cost:24517317(ns) and Published msg: 0]. 

|TID:109188864|-->[Chain2-Sensor1.exe:100(100us)]-->[Start@1726463211686057473-End@1726463211702070719-Cost:16013246(ns) and Published msg: 1]. 

|TID:430657472|-->[Chain1-Transfer2.exe:200(100us)]-->[Start@1726463211693223558-End@1726463211762030483-Cost:68806925(ns) and Route msg: 0]. 

|TID:109188864|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726463211708029338-End@1726463211768352208-Cost:60322870(ns) and Route msg: 0]. 

|TID:109188864|-->[Chain1-Sensor1.exe:100(100us)]-->[Start@1726463211776033930-End@1726463211792748986-Cost:16715056(ns) and Published msg: 1]. 

|TID:109188864|-->[Chain3-Sensor1.exe:100(100us)]-->[Start@1726463211794220508-End@1726463211810925691-Cost:16705183(ns) and Published msg: 1]. 

|TID:430657472|-->[Chain3-Transfer2.exe:200(100us)]-->[Start@1726463211762545985-End@1726463211811905976-Cost:49359991(ns) and Route msg: 0]. 

|TID:430657472|-->[Chain4-Sensor1.exe:100(100us)]-->[Start@1726463211812032734-End@1726463211825504604-Cost:13471870(ns) and Published msg: 1]. 

|TID:430657472|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726463211826870999-End@1726463211863301377-Cost:36430378(ns) and Route msg: 1]. 

|TID:109188864|-->[Chain1-Command3.exe:300(100us)]-->[Start@1726463211818313870-End@1726463211874919860-Cost:56605990(ns) and Received msg: 0]. 

|TID:430657472|-->[Chain2-Command3.exe:300(100us)]-->[Start@1726463211863552945-End@1726463211904899256-Cost:41346311(ns) and Received msg: 0]. 

|TID:109188864|-->[Chain4-Transfer2.exe:200(100us)]-->[Start@1726463211882530565-End@1726463211914086863-Cost:31556298(ns) and Route msg: 0]. 

|TID:430657472|-->[Chain2-Sensor1.exe:100(100us)]-->[Start@1726463211905506569-End@1726463211918736343-Cost:13229774(ns) and Published msg: 2]. 

|TID:109188864|-->[Chain1-Transfer2.exe:200(100us)]-->[Start@1726463211914477675-End@1726463211963026353-Cost:48548678(ns) and Route msg: 1]. 

|TID:430657472|-->[Chain2-Command3.exe:300(100us)]-->[Start@1726463211926314819-End@1726463211967564499-Cost:41249680(ns) and Received msg: 1]. 

|TID:109188864|-->[Chain3-Transfer2.exe:200(100us)]-->[Start@1726463211963377136-End@1726463211993822241-Cost:30445105(ns) and Route msg: 1]. 

|TID:430657472|-->[Chain3-Command3.exe:300(100us)]-->[Start@1726463211967797371-End@1726463212013149629-Cost:45352258(ns) and Received msg: 0]. 

|TID:109188864|-->[Chain1-Sensor1.exe:100(100us)]-->[Start@1726463211994479151-End@1726463212019598215-Cost:25119064(ns) and Published msg: 2]. 

|TID:430657472|-->[Chain3-Sensor1.exe:100(100us)]-->[Start@1726463212013223844-End@1726463212040084805-Cost:26860961(ns) and Published msg: 2]. 

|TID:109188864|-->[Chain4-Sensor1.exe:100(100us)]-->[Start@1726463212029389241-End@1726463212042310181-Cost:12920940(ns) and Published msg: 2]. 

|TID:109188864|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726463212056016108-End@1726463212087214336-Cost:31198228(ns) and Route msg: 2]. 

|TID:430657472|-->[Chain1-Command3.exe:300(100us)]-->[Start@1726463212042642911-End@1726463212098473892-Cost:55830981(ns) and Received msg: 1]. 

|TID:109188864|-->[Chain4-Transfer2.exe:200(100us)]-->[Start@1726463212090893803-End@1726463212124607910-Cost:33714107(ns) and Route msg: 1]. 

|TID:109188864|-->[Chain1-Sensor1.exe:100(100us)]-->[Start@1726463212125110372-End@1726463212139975329-Cost:14864957(ns) and Published msg: 3]. 

|TID:430657472|-->[Chain4-Command3.exe:300(100us)]-->[Start@1726463212098569504-End@1726463212154063335-Cost:55493831(ns) and Received msg: 0]. 

|TID:109188864|-->[Chain2-Sensor1.exe:100(100us)]-->[Start@1726463212145131055-End@1726463212164528805-Cost:19397750(ns) and Published msg: 3]. 

|TID:430657472|-->[Chain3-Sensor1.exe:100(100us)]-->[Start@1726463212154143208-End@1726463212173617938-Cost:19474730(ns) and Published msg: 3]. 

|TID:109188864|-->[Chain1-Transfer2.exe:200(100us)]-->[Start@1726463212170806323-End@1726463212208199796-Cost:37393473(ns) and Route msg: 2]. 

|TID:430657472|-->[Chain2-Command3.exe:300(100us)]-->[Start@1726463212174021187-End@1726463212222932255-Cost:48911068(ns) and Received msg: 2]. 

|TID:109188864|-->[Chain3-Transfer2.exe:200(100us)]-->[Start@1726463212208433107-End@1726463212240021102-Cost:31587995(ns) and Route msg: 2]. 

|TID:109188864|-->[Chain4-Transfer2.exe:200(100us)]-->[Start@1726463212240357292-End@1726463212265144890-Cost:24787598(ns) and Route msg: 2]. 

|TID:430657472|-->[Chain3-Command3.exe:300(100us)]-->[Start@1726463212223166893-End@1726463212266721004-Cost:43554111(ns) and Received msg: 1]. 

|TID:109188864|-->[Chain4-Sensor1.exe:100(100us)]-->[Start@1726463212267186365-End@1726463212287928635-Cost:20742270(ns) and Published msg: 3]. 

|TID:430657472|-->[Chain1-Transfer2.exe:200(100us)]-->[Start@1726463212269334574-End@1726463212307453702-Cost:38119128(ns) and Route msg: 3]. 

|TID:430657472|-->[Chain2-Transfer2.exe:200(100us)]-->[Start@1726463212307671187-End@1726463212339163809-Cost:31492622(ns) and Route msg: 3]. 

|TID:109188864|-->[Chain1-Command3.exe:300(100us)]-->[Start@1726463212295136091-End@1726463212342280645-Cost:47144554(ns) and Received msg: 2]. 

|TID:430657472|-->[Chain3-Transfer2.exe:200(100us)]-->[Start@1726463212339427875-End@1726463212369446973-Cost:30019098(ns) and Route msg: 3]. 

