Linux 5.10.216-tegra (neu-desktop) 	11/05/2024 	_aarch64_	(12 CPU)

07:18:05 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:06 PM  1000     46153     14.00      0.00  two_node_pipeli
07:18:06 PM  1000     46154     14.00      0.00  two_node_pipeli
07:18:06 PM  1000     46152     13.00      0.00  two_node_pipeli
07:18:06 PM  1000     46142     14.00      0.00  two_node_pipeli

07:18:06 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:07 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:07 PM  1000     46154     11.00      0.00  two_node_pipeli
07:18:07 PM  1000     46152     13.00      0.00  two_node_pipeli
07:18:07 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:07 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:08 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:08 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:08 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:08 PM  1000     46142     11.00      0.00  two_node_pipeli

07:18:08 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:09 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:09 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:09 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:09 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:09 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:10 PM  1000     46153     13.00      0.00  two_node_pipeli
07:18:10 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:10 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:10 PM  1000     46142     15.00      0.00  two_node_pipeli

07:18:10 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:11 PM  1000     46153     14.00      0.00  two_node_pipeli
07:18:11 PM  1000     46154     14.00      0.00  two_node_pipeli
07:18:11 PM  1000     46152     14.00      0.00  two_node_pipeli
07:18:11 PM  1000     46142     14.00      0.00  two_node_pipeli

07:18:11 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:12 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:12 PM  1000     46154     13.00      0.00  two_node_pipeli
07:18:12 PM  1000     46152     13.00      0.00  two_node_pipeli
07:18:12 PM  1000     46142     11.00      0.00  two_node_pipeli

07:18:12 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:13 PM  1000     46153     13.00      0.00  two_node_pipeli
07:18:13 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:13 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:13 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:13 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:14 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:14 PM  1000     46154     13.00      0.00  two_node_pipeli
07:18:14 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:14 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:14 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:15 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:15 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:15 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:15 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:15 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:16 PM  1000     46153     10.00      0.00  two_node_pipeli
07:18:16 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:16 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:16 PM  1000     46142     11.00      0.00  two_node_pipeli

07:18:16 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:17 PM  1000     46153     11.00      0.00  two_node_pipeli
07:18:17 PM  1000     46154     10.00      0.00  two_node_pipeli
07:18:17 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:17 PM  1000     46142     11.00      0.00  two_node_pipeli

07:18:17 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:18 PM  1000     46153     13.00      0.00  two_node_pipeli
07:18:18 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:18 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:18 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:18 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:19 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:19 PM  1000     46154     13.00      0.00  two_node_pipeli
07:18:19 PM  1000     46152     13.00      0.00  two_node_pipeli
07:18:19 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:19 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:20 PM  1000     46153     11.00      0.00  two_node_pipeli
07:18:20 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:20 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:20 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:20 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:21 PM  1000     46153     15.00      0.00  two_node_pipeli
07:18:21 PM  1000     46154     15.00      0.00  two_node_pipeli
07:18:21 PM  1000     46152     13.00      0.00  two_node_pipeli
07:18:21 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:21 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:22 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:22 PM  1000     46154     13.00      0.00  two_node_pipeli
07:18:22 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:22 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:22 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:23 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:23 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:23 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:23 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:23 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:24 PM  1000     46153     11.00      0.00  two_node_pipeli
07:18:24 PM  1000     46154     10.00      0.00  two_node_pipeli
07:18:24 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:24 PM  1000     46142     11.00      0.00  two_node_pipeli

07:18:24 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:25 PM  1000     46153     13.00      0.00  two_node_pipeli
07:18:25 PM  1000     46154     11.00      0.00  two_node_pipeli
07:18:25 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:25 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:25 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:26 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:26 PM  1000     46154     13.00      0.00  two_node_pipeli
07:18:26 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:26 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:26 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:27 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:27 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:27 PM  1000     46152     12.00      0.00  two_node_pipeli
07:18:27 PM  1000     46142     10.00      0.00  two_node_pipeli

07:18:27 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:28 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:28 PM  1000     46154     11.00      0.00  two_node_pipeli
07:18:28 PM  1000     46152     10.00      0.00  two_node_pipeli
07:18:28 PM  1000     46142     11.00      0.00  two_node_pipeli

07:18:28 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:29 PM  1000     46153     11.00      0.00  two_node_pipeli
07:18:29 PM  1000     46154     11.00      0.00  two_node_pipeli
07:18:29 PM  1000     46152     10.00      0.00  two_node_pipeli
07:18:29 PM  1000     46142     11.00      0.00  two_node_pipeli

07:18:29 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:30 PM  1000     46153     11.00      0.00  two_node_pipeli
07:18:30 PM  1000     46154     11.00      0.00  two_node_pipeli
07:18:30 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:30 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:30 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:31 PM  1000     46153     13.00      0.00  two_node_pipeli
07:18:31 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:31 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:31 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:31 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:32 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:32 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:32 PM  1000     46152     13.00      0.00  two_node_pipeli
07:18:32 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:32 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:33 PM  1000     46153     12.00      0.00  two_node_pipeli
07:18:33 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:33 PM  1000     46152     11.00      0.00  two_node_pipeli
07:18:33 PM  1000     46142     13.00      0.00  two_node_pipeli

07:18:33 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:34 PM  1000     46153     11.00      0.00  two_node_pipeli
07:18:34 PM  1000     46154     12.00      0.00  two_node_pipeli
07:18:34 PM  1000     46152     13.00      0.00  two_node_pipeli
07:18:34 PM  1000     46142     12.00      0.00  two_node_pipeli

07:18:34 PM   UID       PID   cswch/s nvcswch/s  Command
07:18:35 PM  1000     46153     11.00      0.00  two_node_pipeli
07:18:35 PM  1000     46154     11.00      0.00  two_node_pipeli
07:18:35 PM  1000     46152     10.00      0.00  two_node_pipeli
07:18:35 PM  1000     46142     10.00      0.00  two_node_pipeli

