Linux 5.10.216-tegra (neu-desktop) 	11/05/2024 	_aarch64_	(12 CPU)

07:46:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:46:46 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:46:47 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:48 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:49 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:50 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:51 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:46:52 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:46:53 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:54 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:46:55 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:56 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:57 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:58 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:46:59 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:00 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:01 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:02 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:03 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:04 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:05 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:06 PM  1000     64784    3.96    0.00    0.00    0.00    3.96     4  two_node_pipeli
07:47:07 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:08 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:09 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:10 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:11 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:12 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:13 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:14 PM  1000     64784    4.00    0.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:15 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:16 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:17 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:18 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:19 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:20 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:21 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:22 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:23 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:24 PM  1000     64784    3.00    0.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:25 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:26 PM  1000     64784    2.00    1.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:27 PM  1000     64784    2.00    1.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:28 PM  1000     64784    1.00    2.00    0.00    0.00    3.00     4  two_node_pipeli
07:47:29 PM  1000     64784    2.00    2.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:30 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:31 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:32 PM  1000     64784    2.00    0.00    0.00    0.00    2.00     4  two_node_pipeli
07:47:33 PM  1000     64784    3.00    1.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:34 PM  1000     64784    2.00    2.00    0.00    0.00    4.00     4  two_node_pipeli
07:47:35 PM  1000     64784    2.00    1.00    0.00    0.00    3.00     4  two_node_pipeli
