Linux 5.15.0-121-generic (NEU) 	09/15/2024 	_x86_64_	(16 CPU)

06:29:58 PM   UID       PID   cswch/s nvcswch/s  Command
06:29:59 PM  1000      7441     15.00   3930.00  two_node_pipeli
06:30:00 PM  1000      7441      0.00  19021.00  two_node_pipeli
06:30:01 PM  1000      7441      0.00   2953.00  two_node_pipeli
06:30:02 PM  1000      7441      0.00    133.00  two_node_pipeli
06:30:03 PM  1000      7441      0.00    130.00  two_node_pipeli
06:30:04 PM  1000      7441      0.00     74.26  two_node_pipeli
06:30:05 PM  1000      7441      0.00     52.00  two_node_pipeli
06:30:06 PM  1000      7441      0.00     70.00  two_node_pipeli
06:30:07 PM  1000      7441      0.00     39.00  two_node_pipeli
06:30:08 PM  1000      7441      0.00    190.00  two_node_pipeli
06:30:09 PM  1000      7441      0.00    101.00  two_node_pipeli
06:30:10 PM  1000      7441      2.00    599.00  two_node_pipeli
06:30:11 PM  1000      7441      3.00    239.00  two_node_pipeli
06:30:12 PM  1000      7441      6.00    138.00  two_node_pipeli
06:30:13 PM  1000      7441      0.00     52.00  two_node_pipeli
06:30:14 PM  1000      7441      5.00     95.00  two_node_pipeli
06:30:15 PM  1000      7441      0.00     17.82  two_node_pipeli
06:30:16 PM  1000      7441      0.00     71.00  two_node_pipeli
06:30:17 PM  1000      7441      1.00    538.00  two_node_pipeli
06:30:18 PM  1000      7441      0.00     18.00  two_node_pipeli
06:30:19 PM  1000      7441      0.00     78.00  two_node_pipeli
06:30:20 PM  1000      7441      0.00     73.00  two_node_pipeli
06:30:21 PM  1000      7441      0.00     26.00  two_node_pipeli
06:30:22 PM  1000      7441      0.00     42.00  two_node_pipeli
06:30:23 PM  1000      7441      0.00    163.00  two_node_pipeli
06:30:24 PM  1000      7441      1.00    203.00  two_node_pipeli
06:30:25 PM  1000      7441      0.00     33.00  two_node_pipeli
06:30:26 PM  1000      7441      0.00    118.00  two_node_pipeli
06:30:27 PM  1000      7441      0.00      9.00  two_node_pipeli
06:30:28 PM  1000      7441      0.00     61.00  two_node_pipeli
06:30:29 PM  1000      7441      0.00     43.00  two_node_pipeli
06:30:30 PM  1000      7441      0.00     27.72  two_node_pipeli
06:30:31 PM  1000      7441      0.00     56.44  two_node_pipeli
06:30:32 PM  1000      7441      0.00      1.00  two_node_pipeli
06:30:33 PM  1000      7441      0.00      7.00  two_node_pipeli
06:30:34 PM  1000      7441      1.00    141.00  two_node_pipeli
06:30:35 PM  1000      7441     23.76    159.41  two_node_pipeli
06:30:36 PM  1000      7441      4.00    161.00  two_node_pipeli
06:30:37 PM  1000      7441      2.00    405.00  two_node_pipeli
06:30:38 PM  1000      7441      3.00    568.00  two_node_pipeli
06:30:39 PM  1000      7441      4.00    619.00  two_node_pipeli
06:30:40 PM  1000      7441      7.00    587.00  two_node_pipeli
06:30:41 PM  1000      7441      1.00    563.00  two_node_pipeli
06:30:42 PM  1000      7441      2.00    625.00  two_node_pipeli
06:30:43 PM  1000      7441      2.00    678.00  two_node_pipeli
