|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9912808. 
Chain 1 : 400ms | 40	40	40
Chain 2 : 450ms | 45	45	45

|TID:939521792|-->[Chain1-Sensor1.exe:400(100us)]-->[Start@1726471634219163976-End@1726471634270763406-Cost:51599430(ns) and Published msg: 0]. 

|TID:939521792|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726471634293542323-End@1726471634342608993-Cost:49066670(ns) and Published msg: 0]. 

|TID:1396522944|-->[Chain1-Transfer2.exe:400(100us)]-->[Start@1726471634277433947-End@1726471634357275814-Cost:79841867(ns) and Route msg: 0]. 

|TID:939521792|-->[Chain2-Transfer2.exe:450(100us)]-->[Start@1726471634343060104-End@1726471634387236908-Cost:44176804(ns) and Route msg: 0]. 

|TID:939521792|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726471634387504125-End@1726471634431789841-Cost:44285716(ns) and Received msg: 0]. 

|TID:1396522944|-->[Chain1-Command3.exe:400(100us)]-->[Start@1726471634357665248-End@1726471634438258733-Cost:80593485(ns) and Received msg: 0]. 

|TID:939521792|-->[Chain1-Sensor1.exe:400(100us)]-->[Start@1726471634619114492-End@1726471634645323084-Cost:26208592(ns) and Published msg: 1]. 

|TID:1396522944|-->[Chain1-Transfer2.exe:400(100us)]-->[Start@1726471634645549615-End@1726471634671592901-Cost:26043286(ns) and Route msg: 1]. 

|TID:939521792|-->[Chain1-Command3.exe:400(100us)]-->[Start@1726471634671851502-End@1726471634716873385-Cost:45021883(ns) and Received msg: 1]. 

|TID:1396522944|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726471634743029893-End@1726471634772633337-Cost:29603444(ns) and Published msg: 1]. 

|TID:939521792|-->[Chain2-Transfer2.exe:450(100us)]-->[Start@1726471634772871543-End@1726471634810270954-Cost:37399411(ns) and Route msg: 1]. 

|TID:1396522944|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726471634810473749-End@1726471634850186981-Cost:39713232(ns) and Received msg: 1]. 

|TID:939521792|-->[Chain1-Sensor1.exe:400(100us)]-->[Start@1726471635019094484-End@1726471635045253283-Cost:26158799(ns) and Published msg: 2]. 

|TID:1396522944|-->[Chain1-Transfer2.exe:400(100us)]-->[Start@1726471635045510546-End@1726471635082081961-Cost:36571415(ns) and Route msg: 2]. 

|TID:939521792|-->[Chain1-Command3.exe:400(100us)]-->[Start@1726471635082348994-End@1726471635113955350-Cost:31606356(ns) and Received msg: 2]. 

|TID:1396522944|-->[Chain2-Sensor1.exe:450(100us)]-->[Start@1726471635193051237-End@1726471635237386419-Cost:44335182(ns) and Published msg: 2]. 

|TID:939521792|-->[Chain2-Transfer2.exe:450(100us)]-->[Start@1726471635237770101-End@1726471635282909642-Cost:45139541(ns) and Route msg: 2]. 

|TID:1396522944|-->[Chain2-Command3.exe:450(100us)]-->[Start@1726471635286194123-End@1726471635330587772-Cost:44393649(ns) and Received msg: 2]. 

|TID:939521792|-->[Chain1-Sensor1.exe:400(100us)]-->[Start@1726471635419152383-End@1726471635445363657-Cost:26211274(ns) and Published msg: 3]. 

|TID:1396522944|-->[Chain1-Transfer2.exe:400(100us)]-->[Start@1726471635445605087-End@1726471635485662093-Cost:40057006(ns) and Route msg: 3]. 

|TID:939521792|-->[Chain1-Command3.exe:400(100us)]-->[Start@1726471635485891661-End@1726471635514895747-Cost:29004086(ns) and Received msg: 3]. 

