|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9891712. 
Chain 1 : 300ms | 45	30	15
Chain 2 : 350ms | 51	34	17

|TID:43937728|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485073658442440-End@1726485073703394219-Cost:44951779(ns) and Published msg: 0]. 

|TID:4160747264|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485073703916371-End@1726485073752493206-Cost:48576835(ns) and Route msg: 0]. 

|TID:4160747264|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485073754483305-End@1726485073779297785-Cost:24814480(ns) and Received msg: 0]. 

|TID:43937728|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485073725325102-End@1726485073798807941-Cost:73482839(ns) and Published msg: 0]. 

|TID:4160747264|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485073798928066-End@1726485073832460047-Cost:33531981(ns) and Route msg: 0]. 

|TID:43937728|-->[Chain2-Command3.exe:170(100us)]-->[Start@1726485073832576305-End@1726485073849428745-Cost:16852440(ns) and Received msg: 0]. 

|TID:4160747264|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485073958423690-End@1726485074003759691-Cost:45336001(ns) and Published msg: 1]. 

|TID:43937728|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485074004834346-End@1726485074034759859-Cost:29925513(ns) and Route msg: 1]. 

|TID:4160747264|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485074035119701-End@1726485074049954543-Cost:14834842(ns) and Received msg: 1]. 

|TID:43937728|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485074075510054-End@1726485074126041685-Cost:50531631(ns) and Published msg: 1]. 

|TID:4160747264|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485074126379700-End@1726485074160268076-Cost:33888376(ns) and Route msg: 1]. 

|TID:43937728|-->[Chain2-Command3.exe:170(100us)]-->[Start@1726485074160836867-End@1726485074177657176-Cost:16820309(ns) and Received msg: 1]. 

|TID:4160747264|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485074258434103-End@1726485074302885436-Cost:44451333(ns) and Published msg: 2]. 

|TID:43937728|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485074303670623-End@1726485074333829566-Cost:30158943(ns) and Route msg: 2]. 

|TID:4160747264|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485074334338366-End@1726485074349228478-Cost:14890112(ns) and Received msg: 2]. 

|TID:4160747264|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485074425617684-End@1726485074476224478-Cost:50606794(ns) and Published msg: 2]. 

|TID:43937728|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485074476535150-End@1726485074510270369-Cost:33735219(ns) and Route msg: 2]. 

|TID:4160747264|-->[Chain2-Command3.exe:170(100us)]-->[Start@1726485074510400188-End@1726485074527418871-Cost:17018683(ns) and Received msg: 2]. 

|TID:43937728|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485074558410908-End@1726485074603169738-Cost:44758830(ns) and Published msg: 3]. 

|TID:4160747264|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485074603444267-End@1726485074633199805-Cost:29755538(ns) and Route msg: 3]. 

|TID:43937728|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485074633453717-End@1726485074648582420-Cost:15128703(ns) and Received msg: 3]. 

|TID:4160747264|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485074775464592-End@1726485074825922505-Cost:50457913(ns) and Published msg: 3]. 

|TID:43937728|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485074826358843-End@1726485074862350122-Cost:35991279(ns) and Route msg: 3]. 

|TID:4160747264|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485074862965562-End@1726485074911132293-Cost:48166731(ns) and Published msg: 4]. 

|TID:4160747264|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485074911677581-End@1726485074943385821-Cost:31708240(ns) and Route msg: 4]. 

|TID:4160747264|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485074943925002-End@1726485074958940725-Cost:15015723(ns) and Received msg: 4]. 

