|CALIBRATION TEST|[Setting: 10ms]->@time-measure: 9827643. 
Chain 1 : 300ms | 45	30	15
Chain 2 : 350ms | 51	34	17

|TID:1913229248|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485323666807517-End@1726485323689352001-Cost:22544484(ns) and Published msg: 0]. 

|TID:1736435456|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485323689710775-End@1726485323711697083-Cost:21986308(ns) and Route msg: 0]. 

|TID:1913229248|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485323711984742-End@1726485323717106545-Cost:5121803(ns) and Received msg: 0]. 

|TID:1736435456|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485323732211082-End@1726485323749156371-Cost:16945289(ns) and Published msg: 0]. 

|TID:1913229248|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485323749368041-End@1726485323760670206-Cost:11302165(ns) and Route msg: 0]. 

|TID:1736435456|-->[Chain2-Command3.exe:170(100us)]-->[Start@1726485323760818090-End@1726485323766520759-Cost:5702669(ns) and Received msg: 0]. 

|TID:1736435456|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485323967001060-End@1726485323981953622-Cost:14952562(ns) and Published msg: 1]. 

|TID:1913229248|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485323982199534-End@1726485323992164178-Cost:9964644(ns) and Route msg: 1]. 

|TID:1736435456|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485323992357758-End@1726485324001366358-Cost:9008600(ns) and Received msg: 1]. 

|TID:1736435456|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485324082224434-End@1726485324102233935-Cost:20009501(ns) and Published msg: 1]. 

|TID:1913229248|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485324102519355-End@1726485324113702612-Cost:11183257(ns) and Route msg: 1]. 

|TID:1736435456|-->[Chain2-Command3.exe:170(100us)]-->[Start@1726485324113885761-End@1726485324119660102-Cost:5774341(ns) and Received msg: 1]. 

|TID:1913229248|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485324266995376-End@1726485324282009470-Cost:15014094(ns) and Published msg: 2]. 

|TID:1736435456|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485324282220649-End@1726485324292197955-Cost:9977306(ns) and Route msg: 2]. 

|TID:1913229248|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485324292349507-End@1726485324299830510-Cost:7481003(ns) and Received msg: 2]. 

|TID:1913229248|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485324432198413-End@1726485324456239840-Cost:24041427(ns) and Published msg: 2]. 

|TID:1736435456|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485324456629276-End@1726485324467808647-Cost:11179371(ns) and Route msg: 2]. 

|TID:1913229248|-->[Chain2-Command3.exe:170(100us)]-->[Start@1726485324468020901-End@1726485324473783743-Cost:5762842(ns) and Received msg: 2]. 

|TID:1913229248|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485324567013653-End@1726485324584447575-Cost:17433922(ns) and Published msg: 3]. 

|TID:1736435456|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485324584846818-End@1726485324594726474-Cost:9879656(ns) and Route msg: 3]. 

|TID:1913229248|-->[Chain1-Command3.exe:150(100us)]-->[Start@1726485324594955534-End@1726485324602506367-Cost:7550833(ns) and Received msg: 3]. 

|TID:1913229248|-->[Chain2-Sensor1.exe:510(100us)]-->[Start@1726485324782246814-End@1726485324799048978-Cost:16802164(ns) and Published msg: 3]. 

|TID:1736435456|-->[Chain2-Transfer2.exe:340(100us)]-->[Start@1726485324799284145-End@1726485324810631820-Cost:11347675(ns) and Route msg: 3]. 

|TID:1913229248|-->[Chain2-Command3.exe:170(100us)]-->[Start@1726485324810828233-End@1726485324816539102-Cost:5710869(ns) and Received msg: 3]. 

|TID:1736435456|-->[Chain1-Sensor1.exe:450(100us)]-->[Start@1726485324867051164-End@1726485324882035359-Cost:14984195(ns) and Published msg: 4]. 

|TID:1913229248|-->[Chain1-Transfer2.exe:300(100us)]-->[Start@1726485324882294827-End@1726485324892307475-Cost:10012648(ns) and Route msg: 4]. 

