Linux 5.15.0-121-generic (NEU) 	09/15/2024 	_x86_64_	(16 CPU)

06:17:32 PM   UID       PID   cswch/s nvcswch/s  Command
06:17:33 PM  1000      6953      3.00     42.00  two_node_pipeli
06:17:34 PM  1000      6953      6.00    228.00  two_node_pipeli
06:17:35 PM  1000      6953     29.00     86.00  two_node_pipeli
06:17:36 PM  1000      6953     48.00    180.00  two_node_pipeli
06:17:37 PM  1000      6953     51.00    147.00  two_node_pipeli
06:17:38 PM  1000      6953     58.00    161.00  two_node_pipeli
06:17:39 PM  1000      6953     37.00    283.00  two_node_pipeli
06:17:40 PM  1000      6953     63.00    271.00  two_node_pipeli
06:17:41 PM  1000      6953     75.00    189.00  two_node_pipeli
06:17:42 PM  1000      6953     59.00    236.00  two_node_pipeli
06:17:43 PM  1000      6953     66.00    220.00  two_node_pipeli
06:17:44 PM  1000      6953     79.00    198.00  two_node_pipeli
06:17:45 PM  1000      6953     86.00    179.00  two_node_pipeli
06:17:46 PM  1000      6953     88.00    308.00  two_node_pipeli
06:17:47 PM  1000      6953     62.00    276.00  two_node_pipeli
06:17:48 PM  1000      6953     74.00    213.00  two_node_pipeli
06:17:49 PM  1000      6953     60.00    225.00  two_node_pipeli
06:17:50 PM  1000      6953     77.00    209.00  two_node_pipeli
06:17:51 PM  1000      6953     75.00    190.00  two_node_pipeli
06:17:52 PM  1000      6953     55.00    238.00  two_node_pipeli
06:17:53 PM  1000      6953     74.00    228.00  two_node_pipeli
06:17:54 PM  1000      6953     62.00    177.00  two_node_pipeli
06:17:55 PM  1000      6953     75.00    182.00  two_node_pipeli
06:17:56 PM  1000      6953     68.00    173.00  two_node_pipeli
06:17:57 PM  1000      6953     67.00    191.00  two_node_pipeli
06:17:58 PM  1000      6953     64.00    183.00  two_node_pipeli
06:17:59 PM  1000      6953     65.00    196.00  two_node_pipeli
06:18:00 PM  1000      6953     60.00    240.00  two_node_pipeli
06:18:01 PM  1000      6953     54.00    239.00  two_node_pipeli
06:18:02 PM  1000      6953     69.00    216.00  two_node_pipeli
06:18:03 PM  1000      6953     83.00    192.00  two_node_pipeli
06:18:04 PM  1000      6953     55.00    194.00  two_node_pipeli
06:18:05 PM  1000      6953     64.00    240.00  two_node_pipeli
06:18:06 PM  1000      6953     61.00    177.00  two_node_pipeli
06:18:07 PM  1000      6953     70.00    223.00  two_node_pipeli
06:18:08 PM  1000      6953     58.42    225.74  two_node_pipeli
06:18:09 PM  1000      6953     79.00    219.00  two_node_pipeli
06:18:10 PM  1000      6953     55.00    248.00  two_node_pipeli
06:18:11 PM  1000      6953     68.00    264.00  two_node_pipeli
06:18:12 PM  1000      6953     65.00    177.00  two_node_pipeli
06:18:13 PM  1000      6953     81.00    232.00  two_node_pipeli
06:18:14 PM  1000      6953     77.00    217.00  two_node_pipeli
06:18:15 PM  1000      6953     61.00    220.00  two_node_pipeli
06:18:16 PM  1000      6953     85.00    166.00  two_node_pipeli
06:18:17 PM  1000      6953     81.00    191.00  two_node_pipeli
06:18:18 PM  1000      6953     69.00    250.00  two_node_pipeli
06:18:19 PM  1000      6953     52.00    276.00  two_node_pipeli
06:18:20 PM  1000      6953     78.00    226.00  two_node_pipeli
06:18:21 PM  1000      6953     59.00    254.00  two_node_pipeli
06:18:22 PM  1000      6953     64.00    190.00  two_node_pipeli
06:18:23 PM  1000      6953     71.00    240.00  two_node_pipeli
06:18:24 PM  1000      6953     64.00    184.00  two_node_pipeli
06:18:25 PM  1000      6953     59.00    249.00  two_node_pipeli
06:18:26 PM  1000      6953     75.00    162.00  two_node_pipeli
06:18:27 PM  1000      6953     72.00    280.00  two_node_pipeli
06:18:28 PM  1000      6953     65.00    200.00  two_node_pipeli
06:18:29 PM  1000      6953     77.00    215.00  two_node_pipeli
06:18:30 PM  1000      6953     61.00    231.00  two_node_pipeli
06:18:31 PM  1000      6953     60.00    218.00  two_node_pipeli
06:18:32 PM  1000      6953     73.00    174.00  two_node_pipeli
06:18:33 PM  1000      6953     76.00    213.00  two_node_pipeli
06:18:34 PM  1000      6953     81.00    167.00  two_node_pipeli
06:18:35 PM  1000      6953     68.00    270.00  two_node_pipeli
06:18:36 PM  1000      6953     77.00    177.00  two_node_pipeli
06:18:37 PM  1000      6953     78.00    183.00  two_node_pipeli
06:18:38 PM  1000      6953     63.00    279.00  two_node_pipeli
06:18:39 PM  1000      6953     52.00    225.00  two_node_pipeli
06:18:40 PM  1000      6953     69.00    178.00  two_node_pipeli
06:18:41 PM  1000      6953     69.00    270.00  two_node_pipeli
06:18:42 PM  1000      6953     63.00    230.00  two_node_pipeli
06:18:43 PM  1000      6953     66.00    194.00  two_node_pipeli
06:18:44 PM  1000      6953     78.00    192.00  two_node_pipeli
06:18:45 PM  1000      6953     60.00    240.00  two_node_pipeli
06:18:46 PM  1000      6953     70.00    198.00  two_node_pipeli
06:18:47 PM  1000      6953     63.00    220.00  two_node_pipeli
06:18:48 PM  1000      6953     67.00    222.00  two_node_pipeli
06:18:49 PM  1000      6953     76.00    160.00  two_node_pipeli
06:18:50 PM  1000      6953     80.00    195.00  two_node_pipeli
06:18:51 PM  1000      6953     77.00    182.00  two_node_pipeli
06:18:52 PM  1000      6953     60.00    185.00  two_node_pipeli
06:18:53 PM  1000      6953     67.00    179.00  two_node_pipeli
06:18:54 PM  1000      6953     72.00    220.00  two_node_pipeli
06:18:55 PM  1000      6953     67.00    241.00  two_node_pipeli
06:18:56 PM  1000      6953     72.00    218.00  two_node_pipeli
06:18:57 PM  1000      6953     55.00    212.00  two_node_pipeli
06:18:58 PM  1000      6953     64.00    221.00  two_node_pipeli
06:18:59 PM  1000      6953     67.00    233.00  two_node_pipeli
06:19:00 PM  1000      6953     76.00    212.00  two_node_pipeli
06:19:01 PM  1000      6953     67.00    163.00  two_node_pipeli
06:19:02 PM  1000      6953     70.00    237.00  two_node_pipeli
06:19:03 PM  1000      6953     69.00    231.00  two_node_pipeli
06:19:04 PM  1000      6953     64.36    227.72  two_node_pipeli
06:19:05 PM  1000      6953     62.00    221.00  two_node_pipeli
06:19:06 PM  1000      6953     71.00    214.00  two_node_pipeli
06:19:07 PM  1000      6953     63.00    216.00  two_node_pipeli
06:19:08 PM  1000      6953     74.00    238.00  two_node_pipeli
06:19:09 PM  1000      6953     58.00    223.00  two_node_pipeli
06:19:10 PM  1000      6953     72.00    203.00  two_node_pipeli
06:19:11 PM  1000      6953     60.00    227.00  two_node_pipeli
