Linux 5.15.0-121-generic (NEU) 	09/15/2024 	_x86_64_	(16 CPU)

06:13:24 PM   UID       PID   cswch/s nvcswch/s  Command
06:13:25 PM  1000      6803     46.00    243.00  two_node_pipeli
06:13:26 PM  1000      6803     23.00    115.00  two_node_pipeli
06:13:27 PM  1000      6803      2.97    183.17  two_node_pipeli
06:13:28 PM  1000      6803      3.00    340.00  two_node_pipeli
06:13:29 PM  1000      6803      4.00    226.00  two_node_pipeli
06:13:30 PM  1000      6803     12.00    588.00  two_node_pipeli
06:13:31 PM  1000      6803     22.00    985.00  two_node_pipeli
06:13:32 PM  1000      6803     42.00    212.00  two_node_pipeli
06:13:33 PM  1000      6803     40.00    225.00  two_node_pipeli
06:13:34 PM  1000      6803     60.00    148.00  two_node_pipeli
06:13:35 PM  1000      6803     41.00    175.00  two_node_pipeli
06:13:36 PM  1000      6803     40.00    229.00  two_node_pipeli
06:13:37 PM  1000      6803     36.00    187.00  two_node_pipeli
06:13:38 PM  1000      6803     43.00    127.00  two_node_pipeli
06:13:39 PM  1000      6803     42.00    158.00  two_node_pipeli
06:13:40 PM  1000      6803     39.00    153.00  two_node_pipeli
06:13:41 PM  1000      6803     36.00    201.00  two_node_pipeli
06:13:42 PM  1000      6803     46.00    194.00  two_node_pipeli
06:13:43 PM  1000      6803     35.00    201.00  two_node_pipeli
06:13:44 PM  1000      6803     41.00    202.00  two_node_pipeli
06:13:45 PM  1000      6803     40.00    191.00  two_node_pipeli
06:13:46 PM  1000      6803     48.00    158.00  two_node_pipeli
06:13:47 PM  1000      6803     60.00    187.00  two_node_pipeli
06:13:48 PM  1000      6803     58.00    223.00  two_node_pipeli
06:13:49 PM  1000      6803     37.00    212.00  two_node_pipeli
06:13:50 PM  1000      6803     46.00    242.00  two_node_pipeli
06:13:51 PM  1000      6803     36.00    239.00  two_node_pipeli
06:13:52 PM  1000      6803     52.00    181.00  two_node_pipeli
06:13:53 PM  1000      6803     42.00    178.00  two_node_pipeli
06:13:54 PM  1000      6803     45.00    228.00  two_node_pipeli
06:13:55 PM  1000      6803     64.00    204.00  two_node_pipeli
06:13:56 PM  1000      6803     35.00    244.00  two_node_pipeli
06:13:57 PM  1000      6803     59.00    155.00  two_node_pipeli
06:13:58 PM  1000      6803     52.00    141.00  two_node_pipeli
06:13:59 PM  1000      6803     40.00    146.00  two_node_pipeli
06:14:00 PM  1000      6803     47.00    172.00  two_node_pipeli
06:14:01 PM  1000      6803     41.00    166.00  two_node_pipeli
06:14:02 PM  1000      6803     46.00    143.00  two_node_pipeli
06:14:03 PM  1000      6803     50.00    139.00  two_node_pipeli
06:14:04 PM  1000      6803     53.00    186.00  two_node_pipeli
06:14:05 PM  1000      6803     50.00    173.00  two_node_pipeli
06:14:06 PM  1000      6803     42.00    252.00  two_node_pipeli
06:14:07 PM  1000      6803     32.00    223.00  two_node_pipeli
06:14:08 PM  1000      6803     50.00    184.00  two_node_pipeli
06:14:09 PM  1000      6803     44.00    236.00  two_node_pipeli
06:14:10 PM  1000      6803     37.00    170.00  two_node_pipeli
06:14:11 PM  1000      6803     39.00    181.00  two_node_pipeli
06:14:12 PM  1000      6803     52.00    148.00  two_node_pipeli
06:14:13 PM  1000      6803     43.56    131.68  two_node_pipeli
06:14:14 PM  1000      6803     41.00    203.00  two_node_pipeli
06:14:15 PM  1000      6803     44.00    173.00  two_node_pipeli
06:14:16 PM  1000      6803     51.00    162.00  two_node_pipeli
06:14:17 PM  1000      6803     46.00    141.00  two_node_pipeli
06:14:18 PM  1000      6803     43.00    168.00  two_node_pipeli
06:14:19 PM  1000      6803     36.00    233.00  two_node_pipeli
06:14:20 PM  1000      6803     38.00    237.00  two_node_pipeli
06:14:21 PM  1000      6803     33.00    250.00  two_node_pipeli
06:14:22 PM  1000      6803     32.00    228.00  two_node_pipeli
06:14:23 PM  1000      6803     41.00    158.00  two_node_pipeli
06:14:24 PM  1000      6803     53.00    157.00  two_node_pipeli
06:14:25 PM  1000      6803     44.00    180.00  two_node_pipeli
06:14:26 PM  1000      6803     37.00    144.00  two_node_pipeli
06:14:27 PM  1000      6803     34.00    285.00  two_node_pipeli
06:14:28 PM  1000      6803     32.00    291.00  two_node_pipeli
06:14:29 PM  1000      6803     46.00    179.00  two_node_pipeli
06:14:30 PM  1000      6803     39.00    225.00  two_node_pipeli
06:14:31 PM  1000      6803     34.00    228.00  two_node_pipeli
06:14:32 PM  1000      6803     33.00    212.00  two_node_pipeli
06:14:33 PM  1000      6803     47.00    210.00  two_node_pipeli
06:14:34 PM  1000      6803     65.00    185.00  two_node_pipeli
06:14:35 PM  1000      6803     43.00    139.00  two_node_pipeli
06:14:36 PM  1000      6803     44.00    138.00  two_node_pipeli
06:14:37 PM  1000      6803     37.00    176.00  two_node_pipeli
06:14:38 PM  1000      6803     39.00    201.00  two_node_pipeli
06:14:39 PM  1000      6803     40.00    207.00  two_node_pipeli
06:14:40 PM  1000      6803     40.00    167.00  two_node_pipeli
06:14:41 PM  1000      6803     45.00    127.00  two_node_pipeli
06:14:42 PM  1000      6803     40.00    187.00  two_node_pipeli
06:14:43 PM  1000      6803     41.58    172.28  two_node_pipeli
06:14:44 PM  1000      6803     46.00    137.00  two_node_pipeli
06:14:45 PM  1000      6803     33.00    253.00  two_node_pipeli
06:14:46 PM  1000      6803     53.00    213.00  two_node_pipeli
06:14:47 PM  1000      6803     54.00    175.00  two_node_pipeli
